participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,best_weight,best_obj_weight,best_nll,AIC,BIC
265,"[0.006040860881675394, 0.8036952160835023, 0.4095839049688238, 2.233037380244759]",[0.03290375 0.91148537 0.42702153 2.232367  ],[ 0.75999686 -0.04772244  0.96553458  0.01206686],[8.12647474e-02 4.98840985e-06 9.18093568e-01 6.36695901e-04],[],[],276.5360762181629,561.0721524363258,577.0380106247578
266,"[3.078238678113564, 0.32672936481122156, 0.3488671447560373, 0.0855010002959488]",[2.71920210e+00 1.00000000e-04 1.49121535e-01 1.00000000e-04],[0.33875698 0.33815499 0.34004239 0.33831345],[0.16402412 0.28356097 0.41799584 0.13441907],[],[],266.6660984403936,541.3321968807873,557.2980550692192
267,"[2.54251475798746, 0.34680132457093066, 0.866600132597239, 0.707336005414959]",[4.03896783e+00 1.36197604e-03 2.59490857e-01 1.00000000e-04],[0.57884192 0.57246592 0.59005542 0.57375591],[0.24583296 0.17512537 0.52217832 0.05686335],[],[],217.74812581913974,443.4962516382795,459.4621098267114
268,"[2.1716400301448657, 0.6666370868386933, 0.9225907778955964, 0.2969778123196058]",[7.66332233e-01 4.40018863e-01 3.01714011e-04 1.00000000e-04],[0.54756657 0.4577174  0.31158464 0.11206035],[9.86998846e-02 1.45515853e-02 8.86748101e-01 4.28811231e-07],[],[],256.3490728172893,520.6981456345786,536.6640038230106
269,"[2.074900359909676, 0.000282860119648502, 0.8092014526985625, 1.7509046824408157]",[8.89946103e-01 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.23279363 0.23284286 0.2343869  0.23240614],[0.11944867 0.34791717 0.4240429  0.10859125],[],[],271.88628712279626,551.7725742455925,567.7384324340245
270,"[2.449522562336513, 0.07237630370545478, 0.5088907689679975, 0.9709001709909274]",[1.32777686e+00 2.42141141e-04 2.59891648e-01 1.00000000e-04],[0.45195957 0.44971697 0.45136547 0.44859678],[0.39730861 0.13209684 0.25037608 0.22021847],[],[],271.1706194148724,550.3412388297448,566.3070970181768
271,"[0.022218120988193913, 0.6697337546169095, 0.540563962226913, 0.3152846297028135]",[1.18821831 0.03505713 0.9999     0.31398516],[ 0.43471502  0.06108844  0.58616139 -0.01193831],[0.3977226  0.17032001 0.37076944 0.06118795],[],[],244.16565598172818,496.33131196345636,512.2971701518883
272,"[1.6177833822956935, 0.18723477207045566, 0.9385578279760578, 2.103233798453999]",[3.06828438e+00 3.32310216e-04 9.99143053e-01 3.99990000e+00],[0.89551764 0.89163481 0.89686062 0.89099483],[0.42324632 0.07627386 0.34655403 0.15392579],[],[],275.52884620514527,559.0576924102905,575.0235505987225
273,"[0.01488580405500307, 0.20245504302503642, 0.8574265273866473, 3.4681040721027396]",[2.04443338e-01 8.90355905e-01 1.00000000e-04 1.00000000e-04],[ 0.7192961   0.47558392  0.73872054 -0.02433679],[1.73949217e-05 9.99839632e-01 2.75315120e-11 1.42972834e-04],[],[],275.2649095322289,558.5298190644578,574.4956772528898
274,"[1.8758780781302988, 0.46903399361286247, 0.572926289876867, 2.3717821374622496]",[1.53710780e+00 9.03071036e-02 3.31813083e-01 1.00000000e-04],[0.67366833 0.10144178 0.86228784 0.12156742],[4.92216176e-01 3.64373305e-03 5.04135869e-01 4.22230821e-06],[],[],200.1122587184447,408.2245174368894,424.19037562532134
275,"[1.089614144447155, 0.2707217805623381, 0.49197137956226883, 1.7560828813658749]",[0.5577233  0.02688968 0.9999     1.47897497],[0.59963074 0.55407777 0.75841177 0.42150755],[0.34284107 0.12005975 0.3372767  0.19982249],[],[],274.2078263670309,556.4156527340618,572.3815109224938
276,"[0.40439750553213466, 0.24261045498278597, 0.10972166374972545, 0.39107539920630524]",[4.99990000e+00 2.56059451e-04 7.78613418e-03 1.00000000e-04],[0.32532844 0.32287071 0.32536942 0.32261222],[0.32553608 0.16870302 0.30138344 0.20437747],[],[],261.5517830499986,531.1035660999972,547.0694242884292
277,"[2.189038515539057, 0.931769203648174, 0.974434619656316, 0.06816353162812518]",[1.28241561 0.0326254  0.9999     0.06483173],[0.65255569 0.4029756  0.72554501 0.4611895 ],[0.31861525 0.02857336 0.63050696 0.02230443],[],[],243.91379249989632,495.82758499979263,511.79344318822456
278,"[2.801148810852623, 0.8888033937155048, 0.9194617371993166, 2.4452424176361736]",[3.28703529e+00 2.34247315e-03 8.22966689e-01 1.82176771e+00],[-0.30959443 -0.32654349 -0.32072862 -0.31950973],[0.26844571 0.2385986  0.1723128  0.3206429 ],[],[],266.51176590538284,541.0235318107657,556.9893899991977
279,"[3.022964525064995, 0.7823945217716789, 0.21937310738360957, 2.5988792542502153]",[1.06619286e+00 1.41088616e-01 4.94221108e-02 1.00000000e-04],[0.73797891 0.2896119  0.50200489 0.3272952 ],[0.44399792 0.18498695 0.36443976 0.00657537],[],[],243.94766296825838,495.89532593651677,511.8611841249487
280,"[1.8615206896995138, 0.1111909009544915, 0.03208094742602688, 0.5014394038072334]",[1.31270194 0.01667814 0.39958531 0.43129219],[0.72539927 0.59274916 0.73353021 0.64632793],[0.42101739 0.04593693 0.5265273  0.00651838],[],[],258.24658623139214,524.4931724627843,540.4590306512163
281,"[3.0791427727333542, 0.5681481722106501, 0.8170125090625213, 2.381461791867119]",[1.30796975e+00 4.48804849e-04 9.99900000e-01 2.53174617e+00],[0.57302078 0.56894922 0.57596899 0.56856436],[0.24125129 0.19024134 0.39695416 0.17155321],[],[],274.4513795658897,556.9027591317794,572.8686173202113
282,"[1.4161265427641665, 0.40996190021737205, 0.5219254857452132, 3.2606580233998437]",[1.19990317 0.03887433 0.9999     3.07477243],[0.62939946 0.3375515  0.67677753 0.33882889],[0.42985129 0.12220686 0.22932477 0.21861708],[],[],240.00155523474166,488.0031104694833,503.96896865791524
283,"[2.425153180371592, 0.8912132320961477, 0.9005529199081596, 2.068213363239883]",[1.39820927e+00 1.00000000e-04 7.97595814e-01 1.00000000e-04],[0.70223378 0.70134106 0.70285127 0.70193496],[0.24067436 0.1850661  0.51889103 0.05536851],[],[],231.21106291490096,470.4221258298019,486.38798401823385
284,"[2.4671388046652316, 0.9551010469399652, 0.21031355844245653, 3.496088953933095]",[1.42192735 0.02696918 0.9999     3.20509123],[ 0.38499407  0.14165411  0.55664636 -0.01493339],[0.19833009 0.27635969 0.52236115 0.00294907],[],[],233.62033041932176,475.2406608386435,491.20651902707544
285,"[4.561111590121536, 0.9410949011792854, 0.7175362269026143, 2.394672132671041]",[1.16945044 0.50971862 0.9999     2.34708392],[ 0.76255511 -0.18094087 -0.18094087 -0.08435352],[3.65809823e-01 6.31832023e-33 6.31832023e-33 6.34190177e-01],[],[],210.1669188537654,428.3338377075308,444.2996958959627
286,"[1.7573043723286002, 0.8792351766343902, 0.33601953203369506, 3.6947469368077783]",[1.33106568 0.62569001 0.9999     2.24077204],[ 0.75219458 -0.30572531  0.17371065 -0.05360143],[3.32583220e-01 6.34022215e-33 6.67416780e-01 6.34022215e-33],[],[],179.82906125918987,367.65812251837974,383.62398070681166
287,"[0.3669861026716253, 0.285664795458361, 0.6634075108273455, 1.9719485525581284]",[1.52476650e+00 1.00740225e-03 9.99900000e-01 1.85025736e+00],[0.42923238 0.41407977 0.43131937 0.41369892],[0.35586019 0.15812846 0.34136583 0.14464552],[],[],254.56935333611548,517.1387066722309,533.1045648606629
288,"[1.5673326475704052, 0.2565011112179962, 0.945813905587191, 0.07972899802108438]",[1.5253941  0.00175375 0.93702255 0.09984646],[0.74209239 0.71006529 0.74250429 0.73258894],[0.05514275 0.22941688 0.66336869 0.05207168],[],[],237.28181488676057,482.56362977352114,498.52948796195307
289,"[3.1612739377463153, 0.8328374814171813, 0.1801984752818735, 0.8519595246021263]",[4.75708275e+00 6.78929155e-04 8.83530274e-01 9.06241418e-01],[-0.16003681 -0.18908322 -0.15241405 -0.18874162],[0.47863122 0.00821245 0.49670908 0.01644724],[],[],100.77406365174494,209.54812730348988,225.5139854919218
290,"[3.3276675833066567, 0.11462350581604391, 0.2758081344502775, 0.831268280743088]",[3.51307557e+00 3.55616795e-04 1.89765168e-01 3.90001904e-01],[0.06771586 0.06402947 0.07226809 0.0622969 ],[0.29328194 0.19285255 0.37658482 0.13728069],[],[],270.9393926060801,549.8787852121602,565.8446434005922
291,"[2.952545953934107, 0.8830148701463867, 0.4986749233924619, 0.6360591326663033]",[1.70626112 0.22759075 0.49085906 1.30297457],[0.71747747 0.8448956  0.63433768 0.69460668],[5.28309869e-01 1.43824502e-14 4.71690131e-01 1.43824502e-14],[],[],155.5716944223335,319.143388844667,335.10924703309894
292,"[2.94688792831426, 0.28085647173298406, 0.4321826599326559, 0.9666947012600373]",[1.60999482 0.03592262 0.9773751  0.87742116],[1.16908647 0.46028663 0.85282977 1.1504984 ],[0.00207849 0.08184648 0.91399653 0.00207849],[],[],187.27095960357235,382.5419192071447,398.5077773955766
293,"[1.9850040694127624, 0.8748704633537262, 0.0951116628486791, 1.4852982813328481]",[1.60778352e+00 1.00000000e-04 9.99900000e-01 1.55785777e+00],[0.14325925 0.14374777 0.14342824 0.14307474],[0.10001762 0.44986685 0.11257752 0.33753801],[],[],236.04422350214796,480.0884470042959,496.05430519272784
294,"[3.257317328808125, 0.705393999775251, 0.843752596398283, 0.7797697090600896]",[3.19232748e+00 1.00000000e-04 8.37023178e-02 9.44804144e-02],[0.14462745 0.14364299 0.14470901 0.143521  ],[0.32968054 0.17029866 0.32981052 0.17021029],[],[],274.7056557562115,557.411311512423,573.377169700855
295,"[2.5701850128685058, 0.02704469737274382, 0.7264305391598076, 1.1207728033804516]",[1.66496525e+00 2.81176281e-02 9.99900000e-01 1.00000000e-04],[0.45248962 0.26000113 0.5887474  0.20871778],[0.34769299 0.12271319 0.44801504 0.08157878],[],[],221.5369900670069,451.0739801340138,467.03983832244575
296,"[4.5429959468484595, 0.0676780722099982, 0.452246120103617, 2.542266533567228]",[3.02528937e+00 1.00000000e-04 7.87768533e-01 2.39538252e-01],[0.07460497 0.07180257 0.07552793 0.07176489],[0.46970368 0.02594359 0.48696831 0.01738442],[],[],186.23185205463295,380.4637041092659,396.4295622976978
297,"[3.8923385320909554, 0.7031678890737469, 0.0527936797876094, 0.9720667460023293]",[1.63186352e+00 1.55849265e-01 1.27114611e-04 3.99990000e+00],[0.40821293 0.24680806 0.71457431 0.34082121],[3.96105746e-01 2.65974690e-08 6.03894194e-01 3.31715205e-08],[],[],189.06528413398064,386.1305682679613,402.0964264563932
298,"[0.22771365190477258, 0.23649240672037838, 0.9088105658889432, 2.350432486780891]",[3.46626002e+00 1.00000000e-04 9.99585218e-01 3.99990000e+00],[-0.03914388 -0.0391482  -0.03864662 -0.03920755],[0.20365001 0.27777356 0.24080124 0.27777519],[],[],275.1219870412151,558.2439740824302,574.2098322708622
299,"[2.4944566322215262, 0.6655003725147561, 0.7759072918154898, 3.854017868198512]",[0.81101519 0.04539513 0.98906562 3.93055185],[0.76044687 0.49621867 0.76615425 0.49198947],[0.42397388 0.00452204 0.46011138 0.1113927 ],[],[],268.26123769478073,544.5224753895615,560.4883335779934
300,"[2.5536121917404433, 0.8880326984883825, 0.8822452579960376, 2.944687167276894]",[4.1048779e-01 2.1047203e-01 1.0000000e-04 3.9999000e+00],[0.75378003 0.22931526 0.73865228 0.19001672],[0.39403706 0.06846035 0.50403278 0.03346981],[],[],274.5593563873316,557.1187127746632,573.0845709630952
301,"[0.3986927279480299, 0.8129024945640082, 0.9676920353818292, 0.523779013243898]",[3.63073401e+00 1.00000000e-04 9.91184643e-01 1.19756065e+00],[0.58488273 0.58489426 0.58587579 0.58472151],[0.40810856 0.02624646 0.55255981 0.01308517],[],[],200.8953337471373,409.7906674942746,425.7565256827065
302,"[3.1181247208769345, 0.8503053420007376, 0.8845276931157469, 1.1561966651471538]",[1.28997488 0.15134491 0.73359207 1.4891212 ],[0.71278895 0.18035942 0.8442737  0.37896845],[0.24640274 0.00564661 0.70329022 0.04466042],[],[],221.07109182311328,450.14218364622656,466.1080418346585
303,"[2.9466725427621316, 0.0479077546108693, 0.9129787167674727, 1.5371355120291263]",[1.35683933 0.0829317  0.9999     2.8475371 ],[0.59601478 0.5453745  0.77509079 0.59403883],[4.26500653e-01 4.57421304e-06 5.73490199e-01 4.57421304e-06],[],[],211.67158424127553,431.34316848255105,447.309026670983
304,"[1.7025683373765996, 0.22305007469457394, 0.9764634792762139, 1.3293787886352078]",[1.34617479e+00 3.56092108e-01 1.00000000e-04 3.99990000e+00],[0.506818   0.64707328 0.7547914  0.67999265],[0.55432295 0.25500521 0.04252295 0.14814889],[],[],206.35379116786373,420.70758233572747,436.6734405241594
305,"[3.293684462104225, 0.7922074442301192, 0.9926154997052963, 2.8232327037895177]",[6.33646776e-01 2.92524728e-01 3.70494492e-03 3.99781753e+00],[0.95895537 0.14612022 0.61059957 0.29201395],[7.74608606e-01 3.24331371e-12 8.45704495e-04 2.24545689e-01],[],[],266.88938541573646,541.7787708314729,557.7446290199049
306,"[1.9906170300179566, 0.1662006419828231, 0.21817772908492922, 1.4805913822613452]",[0.46291509 0.02642149 0.93876086 0.40000405],[0.91609183 0.73412587 1.00681562 0.65887099],[0.27391876 0.1133632  0.57254763 0.04017042],[],[],274.55426198435134,557.1085239687027,573.0743821571347
307,"[0.5051995694113169, 0.648580053276598, 0.09652304312639166, 1.1995141252230326]",[1.43633014 0.06713105 0.60468228 3.9999    ],[0.65763123 0.11296061 0.64123575 0.3780759 ],[5.97157384e-01 6.73568927e-05 3.52297652e-01 5.04776067e-02],[],[],225.1956922471314,458.3913844942628,474.35724268269473
308,"[3.5257266211993046, 0.6702494619019329, 0.2774154848733213, 3.4303154994135037]",[1.00912722e+00 1.72446017e-01 1.00000000e-04 1.00000000e-04],[0.91581636 0.30494975 0.49532773 0.28490424],[7.92823419e-01 5.34100122e-07 4.07030211e-06 2.07171976e-01],[],[],249.59727059510567,507.19454119021134,523.1603993786433
309,"[2.6919704230707966, 0.6617459799980228, 0.300290305211791, 1.5631718776851133]",[7.88259416e-01 5.67618897e-01 1.00000000e-04 1.00000000e-04],[-0.02421564  0.21416727  0.85701682 -0.00239189],[3.36873267e-02 2.80929173e-06 9.66309864e-01 7.81577878e-13],[],[],253.61663266175742,515.2332653235148,531.1991235119468
310,"[2.409835083522434, 0.1569571820483513, 0.5389579374691438, 0.8350042330615247]",[2.30337743e+00 5.04939758e-03 3.34939174e-01 1.00000000e-04],[0.65424747 0.65055902 0.67600971 0.61682302],[0.44458615 0.06333574 0.39108904 0.10098907],[],[],221.32060491469716,450.6412098293943,466.60706801782624
311,"[2.434230472624479, 0.16915415436194103, 0.4573812942275475, 2.9515804939138035]",[9.52200325e-01 2.83453970e-02 9.99900000e-01 1.00000000e-04],[0.5668791  0.34531398 0.49538189 0.21704591],[0.27723225 0.29304711 0.24364651 0.18607413],[],[],266.5366698806842,541.0733397613684,557.0391979498004
312,"[1.0015395510752183, 0.20167319137621723, 0.5043355894423897, 2.5822403376969394]",[8.64790509e-01 3.65054339e-02 9.99900000e-01 1.00000000e-04],[0.54484183 0.3817379  0.7149266  0.3750427 ],[0.24655228 0.27131801 0.44536925 0.03676046],[],[],266.5823177753695,541.164635550739,557.130493739171
313,"[0.7466535615713046, 0.20215970352112944, 0.8688338040242596, 2.692858996610481]",[0.80851333 0.34245282 0.87202847 2.6906049 ],[0.71268501 0.30178751 1.01785518 0.12292199],[2.52945701e-01 9.45637427e-06 7.47044814e-01 2.83640083e-08],[],[],254.164191160226,516.328382320452,532.294240508884
314,"[2.9878488296767216, 0.1433522202063802, 0.9488517690500243, 0.33499688221605445]",[5.46248418e-01 1.32894907e-01 1.00000000e-04 3.99990000e+00],[0.73550783 0.28354954 0.95172465 0.47726423],[0.48627038 0.0276224  0.14422557 0.34188165],[],[],272.56416781942227,553.1283356388445,569.0941938272765
315,"[0.5290750895760417, 0.4578720102704843, 0.1319166124392237, 3.3457982158603468]",[0.58873916 0.15243737 0.9999     3.35466803],[0.69854889 0.29594802 0.76638181 0.09849975],[0.35784562 0.04462731 0.58868434 0.00884273],[],[],272.49113810488944,552.9822762097789,568.9481343982109
316,"[2.6694409323122397, 0.14314736136374176, 0.36707308697951496, 0.15072354692359233]",[3.55380909e+00 1.00000000e-04 1.40841679e-01 1.36972934e-01],[-0.23049436 -0.23294301 -0.23186348 -0.23262053],[0.36534602 0.16513225 0.21735676 0.25216497],[],[],273.2578392167021,554.5156784334042,570.4815366218362
317,"[1.7704195574302237, 0.17723686541275777, 0.6621695295826696, 2.928319368412996]",[1.77283983 0.16402712 0.24565581 3.02902589],[0.78440731 0.14368059 0.86661396 0.6275274 ],[3.57452157e-01 1.23153024e-05 6.42535528e-01 1.05004809e-10],[],[],155.4113812065501,318.8227624131002,334.7886206015321
318,"[1.8978485682059274, 0.01801635259035035, 0.2852007418391488, 1.1566697944531474]",[9.93823461e-01 3.37167395e-02 9.99900000e-01 1.00000000e-04],[0.45334073 0.2196176  0.5843046  0.18886206],[0.420577   0.12642806 0.28308945 0.16990549],[],[],268.937316439419,545.874632878838,561.84049106727
319,"[4.509416722993528, 0.1526101745078043, 0.7718578873626595, 1.1187715020116549]",[0.7197054  0.0931313  0.90937205 3.99836937],[0.72359813 0.54123224 0.78925344 0.52955388],[0.24951544 0.05891408 0.53471679 0.15685369],[],[],272.76877310917706,553.5375462183541,569.5034044067861
320,"[2.851088510908048, 0.9725997218387339, 0.40268442387738906, 0.20726688210908795]",[4.99990000e+00 3.38447983e-03 6.03267400e-01 1.00000000e-04],[0.79672591 0.82250173 0.820877   0.82854746],[0.41607553 0.01685344 0.55021759 0.01685344],[],[],125.25393304325611,258.5078660865122,274.4737242749442
321,"[3.0216687208099327, 0.04616954808338139, 0.8363003907620322, 2.945220532240592]",[1.15915733e+00 3.16200374e-02 9.99900000e-01 1.00000000e-04],[0.69563362 0.61243425 0.73302778 0.58765323],[0.41705649 0.07153629 0.51009192 0.00131529],[],[],253.0244641983066,514.0489283966132,530.0147865850452
322,"[2.8273844138530446, 0.5184125270077632, 0.3352935662272879, 2.8248011766995003]",[1.08958925e+00 1.88341544e-03 9.99900000e-01 2.10599046e+00],[0.86933606 0.86382616 0.87358701 0.87273783],[0.2992901  0.11134674 0.4872601  0.10210306],[],[],267.08696269025216,542.1739253805043,558.1397835689363
323,"[2.941590572302029, 0.025760207793062706, 0.5276308890240284, 1.638811812203817]",[1.95416894 0.01451519 0.33747653 0.07292593],[0.79598106 0.75300331 0.8282027  0.75525696],[0.42663149 0.07038984 0.49537452 0.00760415],[],[],219.50198566859683,447.00397133719366,462.9698295256256
324,"[1.6788402180669424, 0.5926352612424729, 0.4920721987925413, 0.6942698952739977]",[1.41461253e+00 1.45766245e-01 9.99900000e-01 1.00000000e-04],[0.35190507 0.79332511 0.61739151 0.96352051],[2.64872858e-02 5.52759746e-09 9.73512703e-01 5.52759746e-09],[],[],170.50131762823338,349.00263525646676,364.9684934448987
325,"[1.6914947934610711, 0.26223172071411227, 0.7289323482184674, 1.5266095235356223]",[1.91943076e+00 1.02500614e-03 9.99900000e-01 3.21254605e+00],[0.34645405 0.33284004 0.34178342 0.33197192],[0.34522927 0.16753787 0.24372018 0.24351267],[],[],254.87245711457263,517.7449142291453,533.7107724175772
326,"[4.406046713949, 0.8733589871995123, 0.8470330120630019, 3.5105845318319386]",[2.47012628 0.16256949 0.9923634  3.56859851],[0.57746156 0.47515151 0.74977485 0.50459456],[6.46210461e-01 2.77402095e-10 3.53789539e-01 2.77402095e-10],[],[],63.37753011784053,134.75506023568107,150.720918424113
327,"[0.539422068126894, 0.012789073789971411, 0.960237895277218, 0.7430966934538145]",[1.50648057 0.19348267 0.23398558 0.591822  ],[0.54768964 0.18771674 0.91552304 0.02017238],[3.83531834e-01 1.09751630e-02 6.05492872e-01 1.30077862e-07],[],[],203.81971623743124,415.6394324748625,431.6052906632944
328,"[2.374772988151268, 0.14731790119520138, 0.23556466028576553, 2.6129506161237526]",[1.21157078 0.01533832 0.63206728 2.27845838],[0.84446582 0.75688761 0.89665796 0.70779034],[0.26923922 0.12344853 0.59842976 0.00888249],[],[],269.2883553774904,546.5767107549808,562.5425689434128
329,"[1.9984544788784355, 0.3465601710263494, 0.1872474165213857, 1.7192724291404295]",[1.28567044 0.00475417 0.9999     3.9999    ],[0.66491795 0.63611252 0.67862482 0.6314524 ],[0.24005996 0.27792332 0.40199851 0.08001821],[],[],261.208895265774,530.417790531548,546.38364871998
330,"[3.03807630712489, 0.2841079407712119, 0.2227575257266269, 3.862742557818754]",[2.19727612e+00 3.23055884e-03 9.99900000e-01 3.99990000e+00],[1.16487242 1.20183646 1.18270819 1.20265209],[0.29036148 0.04227561 0.62508731 0.04227561],[],[],237.94924001287976,483.8984800257595,499.86433821419143
331,"[0.6176105308707565, 0.16331931606075778, 0.8516874492353554, 2.1319455156444986]",[0.96496098 0.0250669  0.9999     2.10768222],[0.70454141 0.67627428 0.75435661 0.38876962],[0.62095749 0.06278554 0.1626758  0.15358118],[],[],256.25861799168337,520.5172359833667,536.4830941717987
332,"[0.3807586246140408, 0.5896951269219435, 0.4317638727756815, 3.007329915877638]",[1.19526712e+00 1.01663205e-01 4.90574006e-04 1.73687633e+00],[0.59476137 0.57627965 0.76841339 0.39562947],[0.26291384 0.22108172 0.33073397 0.18527047],[],[],247.47219007370447,502.94438014740894,518.9102383358409
333,"[2.1629891315345566, 0.46214758091597274, 0.5368781023530084, 2.33530289774187]",[1.4383036  0.00417793 0.9999     3.2057486 ],[0.54641045 0.50202217 0.5844093  0.51954281],[0.247196   0.15833646 0.52242267 0.07204486],[],[],257.154327524927,522.308655049854,538.274513238286
334,"[4.648604767570945, 0.862635734133836, 0.8243965136100144, 3.178236402971671]",[1.21998936e+00 6.58404097e-02 9.99900000e-01 1.00000000e-04],[0.56256165 0.49963927 0.95748642 0.50954165],[0.14062575 0.25266908 0.50350573 0.10319944],[],[],238.27430120242073,484.54860240484146,500.5144605932734
335,"[0.32686443334349996, 0.7631927561667916, 0.7451421580721281, 0.5075621188881849]",[3.81942820e+00 1.00000000e-04 9.85652533e-01 1.02095072e+00],[0.93924983 0.94077559 0.9411629  0.93779459],[0.59072175 0.04520173 0.22794923 0.13612728],[],[],227.134729461509,462.269458923018,478.23531711144994
336,"[2.85894020747646, 0.1860699704236561, 0.1685686261812282, 0.1952525654871926]",[1.66679564 0.01470207 0.94673688 0.66194728],[0.18130528 0.29140855 0.50380063 0.17167379],[0.01810959 0.42629621 0.53124776 0.02434644],[],[],207.73059562617723,423.46119125235447,439.4270494407864
337,"[3.0007190677284825, 0.3673878402409793, 0.5548839755149566, 0.011412865893182484]",[1.73069237e+00 1.00000000e-04 3.31808305e-01 1.00000000e-04],[0.14114666 0.14039658 0.14194033 0.14004862],[0.24982032 0.20844575 0.40643133 0.1353026 ],[],[],258.4774660653571,524.9549321307142,540.9207903191461
338,"[1.8184504222639675, 0.8405303800240964, 0.3422724031419032, 3.6164391395798225]",[4.99990000e+00 4.40774196e-04 5.61069107e-01 3.85975930e-01],[0.18018024 0.16775229 0.18300637 0.16741388],[0.44304322 0.04719914 0.49074992 0.01900772],[],[],170.44473343309116,348.8894668661823,364.85532505461424
339,"[3.519615388956222, 0.8291724900317043, 0.5675977679835092, 1.6031929341566187]",[2.51219175e+00 8.89505766e-04 9.99900000e-01 2.56588042e+00],[0.8626326  0.85820753 0.86371042 0.86154835],[0.1919269  0.19339561 0.56099197 0.05368553],[],[],242.9743239133376,493.9486478266752,509.9145060151071
340,"[0.43597685665237246, 0.009932810371027662, 0.9743790311487776, 1.2115945756953874]",[0.74873779 0.305485   0.88882303 1.14982223],[0.44311011 0.70037328 0.66293633 0.27746169],[3.43516221e-01 5.78866796e-01 2.33538252e-05 7.75936294e-02],[],[],261.8515093559839,531.7030187119678,547.6688769003998
341,"[3.543054002208296, 0.7879950230812364, 0.1740112798723981, 3.954125876301415]",[0.72304544 0.87855408 0.01699993 3.9999    ],[1.05194695 0.58410653 0.4298329  0.28514262],[9.99976335e-01 5.16585338e-09 2.02597136e-15 2.36600555e-05],[],[],248.36963700419773,504.73927400839545,520.7051321968274
342,"[1.835834854203591, 0.9063703194173747, 0.8183024165423788, 0.8768777306980017]",[9.28487074e-01 7.43530906e-02 1.00000000e-04 3.99990000e+00],[0.53406472 0.26929391 0.83689603 0.13129222],[0.25752467 0.18539674 0.46664166 0.09043693],[],[],259.4304372446699,526.8608744893398,542.8267326777718
343,"[1.759627834914037, 0.2748097302439139, 0.04152752304872355, 2.9036524824939405]",[1.26353954 0.19065974 0.9765101  3.9999    ],[0.72487841 0.39743938 0.73359894 0.40443672],[0.35331162 0.11370058 0.48779854 0.04518926],[],[],235.90710165369887,479.81420330739775,495.78006149582967
344,"[1.747842953500829, 0.08807975398414143, 0.9264884239086876, 0.6997935260485281]",[1.59713317 0.05518556 0.85114226 0.8732477 ],[0.59307012 0.31383555 0.73897018 0.5949584 ],[0.18185306 0.24824915 0.54782717 0.02207061],[],[],218.27671420589647,444.55342841179294,460.51928660022486
345,"[4.968112077971217, 0.45387573310022555, 0.9103599176763119, 1.3537935261902696]",[2.71854939 0.00685672 0.99933557 3.9999    ],[0.72271841 0.77825252 0.78760012 0.73928707],[0.43968247 0.01196708 0.52167275 0.0266777 ],[],[],221.140433298176,450.280866596352,466.2467247847839
346,"[1.423802184886718, 0.20118045001668017, 0.05984284724498156, 2.825554051828052]",[4.99990000e+00 4.40340238e-04 9.91600007e-01 1.56693351e+00],[0.26964137 0.26536461 0.27390931 0.26277349],[0.35871446 0.15221222 0.4027669  0.08630642],[],[],145.92521670870914,299.8504334174183,315.8162916058502
347,"[2.005497018924943, 0.2465386038688404, 0.4550779330343887, 3.374910397766849]",[1.90514951 0.00503194 0.99984316 3.9999    ],[0.48629631 0.42506999 0.4810585  0.45020642],[0.38982092 0.06387381 0.3871493  0.15915597],[],[],251.27967330642898,510.55934661285795,526.5252048012899
348,"[3.493035371684677, 0.3751230358195381, 0.6333375870227546, 0.9438144034968488]",[3.27555500e+00 1.00000000e-04 8.78858003e-01 5.82387554e-01],[-0.33126686 -0.33652659 -0.33667757 -0.33354376],[0.49121724 0.03456995 0.00857009 0.46564272],[],[],157.19441079709668,322.38882159419336,338.3546797826253
349,"[4.742799307599374, 0.34832682576828305, 0.7533296065388421, 0.3049996780786126]",[0.60778043 0.05617502 0.965981   3.9999    ],[0.47689304 0.32700604 0.7358443  0.31414268],[0.26005596 0.2120367  0.35678755 0.17111978],[],[],274.2113035137653,556.4226070275306,572.3884652159626
350,"[3.312788732635545, 0.06091856899341271, 0.739532659264242, 2.3065819127484253]",[1.53652621 0.03664709 0.82315981 0.17077471],[0.31073197 0.26465573 0.58827794 0.06308808],[0.26635719 0.17480501 0.4135422  0.1452956 ],[],[],204.49288356153804,416.9857671230761,432.951625311508
351,"[4.136251985074551, 0.3477125412462803, 0.3822845167731359, 3.23026967490255]",[1.96447521 0.02783062 0.6911259  0.2566296 ],[0.59323441 0.24089713 0.68321618 0.20054272],[0.50022321 0.00635327 0.47209956 0.02132397],[],[],151.54166400368936,311.0833280073787,327.04918619581065
352,"[4.74269292750559, 0.7084800218273591, 0.08247025544256352, 1.6770488991236834]",[5.81861039e-01 7.62365996e-03 9.99900000e-01 1.00000000e-04],[1.52721664 1.3897126  1.46226764 1.47571874],[0.15951399 0.15951399 0.52145804 0.15951399],[],[],275.77035369068506,559.5407073813701,575.5065655698021
353,"[2.651385679716455, 0.974650385344742, 0.03308070695070761, 0.8066309526821487]",[1.66348402e+00 2.20679082e-03 9.99900000e-01 2.94089004e+00],[-0.41061301 -0.31128181 -0.27815054 -0.39753345],[0.00730528 0.49222    0.44121566 0.05925906],[],[],215.34844590508726,438.6968918101745,454.66274999860644
