Subnum,AIC,BIC,model,Condition,t,alpha,scale,la,alpha_neg,weight
99,200.8007827388341,213.99405220502624,delta_asymmetric_decay_win,Frequency,4.70736091,0.0001,,,0.703607796,0.0513602744
100,263.8808749121605,270.4775096452566,delta,Baseline,0.78773826,0.53251591,,,,
100,267.4028997429424,280.59616920913453,delta_PVL,Baseline,0.825342155,0.520597613,0.9999,0.0001,,
100,223.4671454118593,233.3620975115034,delta_asymmetric,Baseline,1.02475292,0.9999,,,0.000937367074,
100,226.3845067261095,232.9811414592056,decay,Baseline,0.35384676,0.09293139,,,,
100,229.14830796423,242.3415774304221,decay_PVL,Baseline,0.358899065,0.0939127848,0.9999,0.0001,,
100,225.13895163165876,231.7355863647548,decay_win,Baseline,0.40980098,0.08408019,,,,
100,213.27109507943763,226.46436454562976,delta_asymmetric_decay_win,Baseline,2.88369793,0.000463552771,,,0.9999,0.239700184
100,229.98017802375705,236.57681275685312,delta,Frequency,1.46959492,0.16633496,,,,
100,231.0765037767752,244.26977324296732,delta_PVL,Frequency,1.53137051,0.175845938,0.736363744,0.0001,,
100,229.32780444594945,239.22275654559357,delta_asymmetric,Frequency,1.10951202,0.15458165,,,0.01547824,
100,226.22490823242805,232.8215429655241,decay,Frequency,0.36722339,0.09852057,,,,
100,221.9692234375355,235.16249290372764,decay_PVL,Frequency,0.326269945,0.109270801,0.0001,0.0001,,
100,230.794283281349,237.39091801444508,decay_win,Frequency,0.34057744,0.0975731,,,,
100,202.58195843481732,215.7752279010095,delta_asymmetric_decay_win,Frequency,1.12333655,0.06744155,,,0.92033847,0.37290206
101,279.78760228657467,286.3842370196708,delta,Baseline,0.1061318,0.20027357,,,,
101,283.80276216922186,296.996031635414,delta_PVL,Baseline,0.22676133,0.155722092,0.148302969,0.0001,,
101,280.8048713827755,290.6998234824196,delta_asymmetric,Baseline,0.438779394,0.142263511,,,0.0001,
101,273.567683058072,280.16431779116806,decay,Baseline,0.38130867,0.25428701,,,,
101,272.22336191055547,285.4166313767476,decay_PVL,Baseline,0.136415303,0.0358786948,0.0001,0.00661469383,,
101,273.92059203396127,280.51722676705737,decay_win,Baseline,0.60936822,0.65841867,,,,
101,271.5995173149027,284.79278678109483,delta_asymmetric_decay_win,Baseline,2.93973689,0.0001,,,0.0001,0.74854102
101,278.6251840424728,285.22181877556886,delta,Frequency,0.27432382,0.9999,,,,
101,282.38768312970524,295.5809525958974,delta_PVL,Frequency,0.33549142,0.9999,0.719159144,0.0001,,
101,256.03616144865487,265.9311135482989,delta_asymmetric,Frequency,3.12699056,0.00688628561,,,0.0001,
101,233.4569738453123,240.0536085784084,decay,Frequency,0.138210363,0.0001,,,,
101,224.98615896166484,238.17942842785695,decay_PVL,Frequency,0.117499787,0.0001,0.38174309,0.0001,,
101,264.3967411520303,270.9933758851264,decay_win,Frequency,0.48088163,0.23278279,,,,
101,223.1908523528276,236.3841218190197,delta_asymmetric_decay_win,Frequency,1.81945019,0.0261955504,,,0.0001,0.612752284
102,217.0348068436456,223.63144157674168,delta,Baseline,1.38058869,0.20696533,,,,
102,211.46183401648304,224.6551034826752,delta_PVL,Baseline,1.60583755,0.246270858,0.9999,0.0001,,
102,186.27629343347505,196.1712455331192,delta_asymmetric,Baseline,1.17064444,0.862789165,,,0.0001,
102,189.829153005794,196.42578773889008,decay,Baseline,0.08726763,0.0001,,,,
102,192.55493246037128,205.7482019265634,decay_PVL,Baseline,0.0862720517,0.0001,0.442597619,0.0001,,
102,191.81501010771933,198.4116448408154,decay_win,Baseline,0.20987522,0.00143834,,,,
102,183.1866068949634,196.37987636115557,delta_asymmetric_decay_win,Baseline,0.157539543,0.0001,,,0.113871206,0.173964571
102,202.82997627056085,209.4266110036569,delta,Frequency,4.9999,0.000253319352,,,,
102,204.06979214113784,217.26306160733,delta_PVL,Frequency,1.09338391,0.01128672,0.74262988,4.9999,,
102,211.5295139710071,221.4244660706512,delta_asymmetric,Frequency,4.25831014,0.000894240619,,,0.0001,
102,202.05087786317355,208.6475125962696,decay,Frequency,0.63865635,0.11929218,,,,
102,186.42617606277645,199.61944552896855,decay_PVL,Frequency,0.580485753,0.135063951,0.158694689,0.0001,,
102,189.4933195446745,196.0899542777706,decay_win,Frequency,0.89336281,0.18551121,,,,
102,180.6917223639747,193.88499183016685,delta_asymmetric_decay_win,Frequency,0.81454179,0.11858169,,,0.81587893,0.16014272
103,276.9043629542659,283.500997687362,delta,Baseline,0.28068269,0.94614671,,,,
103,280.6001206757608,293.7933901419529,delta_PVL,Baseline,0.305269076,0.932654122,0.9999,0.0001,,
103,276.99658344523084,286.89153554487496,delta_asymmetric,Baseline,0.43724212,0.9999,,,0.15351884,
103,277.60919709252545,284.20583182562154,decay,Baseline,0.02727257,0.0001,,,,
103,281.45096201707696,294.6442314832691,decay_PVL,Baseline,0.0303966493,0.0001,0.9999,0.0001,,
103,273.7952471872861,280.3918819203822,decay_win,Baseline,0.09086639,0.0001,,,,
103,279.3306573551242,292.5239268213163,delta_asymmetric_decay_win,Baseline,0.42369409,0.9999,,,0.15351884,0.9999
103,279.1130484268646,285.7096831599607,delta,Frequency,4.81824588,0.0001,,,,
103,281.68985119499865,294.8831206611908,delta_PVL,Frequency,0.478330294,0.841802683,0.181492064,0.0001,,
103,274.4281115349083,284.3230636345524,delta_asymmetric,Frequency,0.652269182,0.9999,,,0.0001,
103,268.1837569210107,274.7803916541068,decay,Frequency,0.04257862,0.0001,,,,
103,264.46060175941165,277.6538712256038,decay_PVL,Frequency,0.03811608,0.0001,0.0001,0.0001,,
103,268.28130041341467,274.8779351465108,decay_win,Frequency,0.13440765,0.03152965,,,,
103,263.31533379760754,276.5086032637997,delta_asymmetric_decay_win,Frequency,0.853110534,0.00015642067,,,0.0001,0.658739654
104,279.8725872637678,286.4692219968639,delta,Baseline,0.0001,0.0001,,,,
104,275.7914407003557,288.9847101665478,delta_PVL,Baseline,0.17132213,0.90538744,0.21385856,4.9999,,
104,280.64311836616343,290.53807046580755,delta_asymmetric,Baseline,0.25349041,0.25671623,,,0.9999,
104,261.617200308998,268.2138350420941,decay,Baseline,0.06208886,0.0001,,,,
104,255.24431195209175,268.4375814182839,decay_PVL,Baseline,0.04983909,0.0001,0.0001,0.0001,,
104,260.7925563358593,267.38919106895537,decay_win,Baseline,0.239019741,0.0001,,,,
104,250.4189565796392,263.61222604583133,delta_asymmetric_decay_win,Baseline,1.24331911,0.0001,,,0.9999,0.665769131
104,266.368248092835,272.9648828259311,delta,Frequency,4.9999,0.000340705999,,,,
104,268.67868170495984,281.871951171152,delta_PVL,Frequency,4.9999,0.000210485818,0.9999,4.9999,,
104,268.3637965097829,278.258748609427,delta_asymmetric,Frequency,4.9999,0.000351326098,,,0.000337507917,
104,273.9207974341748,280.5174321672709,decay,Frequency,0.19434085,0.12966923,,,,
104,264.94534990011266,278.1386193663048,decay_PVL,Frequency,0.0564764251,0.0001,0.458780442,4.9999,,
104,272.3574260136155,278.9540607467116,decay_win,Frequency,0.2828094,0.1573065,,,,
104,247.66747430440088,260.860743770593,delta_asymmetric_decay_win,Frequency,1.58245943,0.01402946,,,0.75561153,0.76063635
105,239.81732589375275,246.4139606268488,delta,Baseline,1.42057066,0.12203154,,,,
105,242.13388425647148,255.3271537226636,delta_PVL,Baseline,1.60371819,0.110445047,0.9999,0.0001,,
105,233.84254462030697,243.73749671995108,delta_asymmetric,Baseline,4.75067804,0.0106642707,,,0.0001,
105,227.52269226880185,234.1193270018979,decay,Baseline,1.10181848,0.9999,,,,
105,230.79735844535853,243.9906279115507,decay_PVL,Baseline,1.11624191,0.9999,0.9999,0.00926716,,
105,231.22317525824732,237.81980999134345,decay_win,Baseline,0.20580029,0.00418271,,,,
105,221.71511127433905,234.9083807405312,delta_asymmetric_decay_win,Baseline,1.34994245,0.9999,,,0.5335993,0.11971589
105,279.8725863946458,286.4692211277419,delta,Frequency,0.0001,0.0001,,,,
105,283.8333483529909,297.02661781918306,delta_PVL,Frequency,0.0341751116,0.16289568,0.0001,2.729339,,
105,279.5038810653349,289.39883316497907,delta_asymmetric,Frequency,0.40691643,0.0112762,,,0.9999,
105,277.93134655439013,284.5279812874862,decay,Frequency,0.02645623,0.00349227,,,,
105,274.17860913541256,287.3718786016047,decay_PVL,Frequency,0.03205402,0.0001,0.0001,0.0001,,
105,271.72768129676257,278.32431602985866,decay_win,Frequency,0.69458781,0.9999,,,,
105,271.5574394550447,284.7507089212368,delta_asymmetric_decay_win,Frequency,0.0351567049,0.0001,,,0.998639791,0.0001
106,249.88664457242348,256.48327930551955,delta,Baseline,0.93786748,0.21277728,,,,
106,250.86868299123483,264.06195245742697,delta_PVL,Baseline,1.23362669,0.215919761,0.180774078,0.0001,,
106,251.0914421937136,260.9863942933577,delta_asymmetric,Baseline,0.97124553,0.9999,,,0.08240633,
106,260.2775993603987,266.8742340934948,decay,Baseline,0.06236774,0.00811012,,,,
106,259.49888988677674,272.6921593529689,decay_PVL,Baseline,0.07253886,0.03088017,0.03677254,4.9999,,
106,258.3868814594032,264.9835161924993,decay_win,Baseline,0.07772749,0.00755085,,,,
106,253.77769965833164,266.9709691245238,delta_asymmetric_decay_win,Baseline,0.76908674,0.14341596,,,0.95846432,0.9999
106,269.7628514958337,276.35948622892977,delta,Frequency,0.51470583,0.9999,,,,
106,268.195181186334,281.3884506525261,delta_PVL,Frequency,0.708933389,0.9999,0.227473037,0.0001,,
106,271.762851495834,281.65780359547813,delta_asymmetric,Frequency,0.51470574,0.9999,,,0.9999,
106,274.41464663115926,281.0112813642553,decay,Frequency,0.36940862,0.44846609,,,,
106,274.93782622963136,288.1310956958235,decay_PVL,Frequency,0.33970502,0.43623563,0.01459801,1.89151915,,
106,275.8863688646119,282.483003597708,decay_win,Frequency,0.08361255,0.06554978,,,,
106,269.8033477306887,282.99661719688083,delta_asymmetric_decay_win,Frequency,0.968025678,0.997920212,,,0.12147295,0.0001
107,235.76916385889947,242.36579859199557,delta,Baseline,1.63584477,0.07394414,,,,
107,235.02619249140108,248.2194619575932,delta_PVL,Baseline,1.97741981,0.0741386228,0.465125296,0.0001,,
107,227.1098107009172,237.00476280056128,delta_asymmetric,Baseline,4.9999,0.00345738718,,,0.000166670308,
107,220.85767105518255,227.45430578827865,decay,Baseline,0.08157368,0.0001,,,,
107,224.85226963402948,238.0455391002216,decay_PVL,Baseline,0.0807709228,0.0001,0.9999,1.1640975,,
107,218.65085725126465,225.2474919843607,decay_win,Baseline,0.18085218,0.00580954,,,,
107,223.1804565605784,236.37372602677056,delta_asymmetric_decay_win,Baseline,4.9999,0.0010934916,,,0.0001,0.719004562
107,207.65971217393937,214.25634690703544,delta,Frequency,4.9999,0.00142404008,,,,
107,208.86414964212503,222.0574191083172,delta_PVL,Frequency,2.37913156,0.0887445919,0.159447363,0.0001,,
107,203.46835375200044,213.36330585164453,delta_asymmetric,Frequency,1.79709902,0.03332706,,,0.2548985,
107,213.8460870883691,220.4427218214652,decay,Frequency,0.24287993,0.03236041,,,,
107,212.4242510301276,225.6175204963197,decay_PVL,Frequency,0.13454266,0.02366282,0.11386125,4.9999,,
107,211.42396427914235,218.0205990122384,decay_win,Frequency,0.2325637,0.00207154,,,,
107,208.1579045431148,221.3511740093069,delta_asymmetric_decay_win,Frequency,3.04353159,0.00113102772,,,0.0641679461,0.889590976
108,212.13787005510036,218.7345047881964,delta,Baseline,1.14015517,0.51624853,,,,
108,79.17638387441336,92.36965334060552,delta_PVL,Baseline,4.60588699,0.0605826352,0.0031281436,0.0001,,
108,134.05824317006008,143.9531952697042,delta_asymmetric,Baseline,2.06582993,0.9999,,,0.0001,
108,135.65296237433063,142.2495971074267,decay,Baseline,0.31080245,0.04315195,,,,
108,94.03023880389392,107.22350827008606,decay_PVL,Baseline,0.452618748,0.0466836934,0.0001,4.9999,,
108,134.15542447295522,140.75205920605129,decay_win,Baseline,0.23852792,0.00275364,,,,
108,82.30355315595796,95.4968226221501,delta_asymmetric_decay_win,Baseline,4.58420752,0.997752077,,,0.0001,0.898289523
108,199.1457974036504,205.74243213674643,delta,Frequency,1.21437541,0.9999,,,,
108,192.03678932914184,205.230058795334,delta_PVL,Frequency,1.31484438,0.9999,0.62265112,0.0001,,
108,138.4188029888162,148.3137550884603,delta_asymmetric,Frequency,4.49867294,0.0144960904,,,0.0001,
108,129.23219278398966,135.82882751708576,decay,Frequency,0.11692027,0.00305063,,,,
108,133.2237042621645,146.41697372835662,decay_PVL,Frequency,0.11861193,0.00341199,0.9999,1.6234417,,
108,135.17351294748502,141.7701476805811,decay_win,Frequency,0.220037646,0.0001,,,,
108,104.9292097130638,118.12247917925596,delta_asymmetric_decay_win,Frequency,2.67612441,0.00381611,,,0.13068455,0.23461493
109,214.85404581934569,221.45068055244172,delta,Baseline,1.17155629,0.67023819,,,,
109,190.1389220148404,203.3321914810325,delta_PVL,Baseline,0.76900488,0.61315157,0.64222943,4.9999,,
109,140.985402830712,150.8803549303561,delta_asymmetric,Baseline,2.33601949,0.9999,,,0.01511512,
109,148.147046180476,154.74368091357206,decay,Baseline,0.24104878,0.02673736,,,,
109,145.60170066511716,158.7949701313093,decay_PVL,Baseline,0.16430228,0.01968314,0.34481916,4.9999,,
109,137.6010622441537,144.19769697724976,decay_win,Baseline,0.26232506,0.00502042,,,,
109,114.155321603272,127.34859106946416,delta_asymmetric_decay_win,Baseline,2.00075294,0.00499204,,,0.47527483,0.31958122
109,120.7464032808859,127.34303801398195,delta,Frequency,2.16453397,0.25138139,,,,
109,114.66444870500902,127.85771817120116,delta_PVL,Frequency,2.30774229,0.261138076,0.609517117,0.0001,,
109,121.80488440462176,131.69983650426587,delta_asymmetric,Frequency,2.12447189,0.28476866,,,0.17632998,
109,179.52722589698493,186.123860630081,decay,Frequency,0.2883928,0.04946485,,,,
109,163.68128913420722,176.87455860039935,decay_PVL,Frequency,0.201365702,0.0294123006,0.0001,4.9999,,
109,154.19814733454518,160.79478206764125,decay_win,Frequency,0.56372417,0.06530021,,,,
109,121.4414958802203,134.63476534641245,delta_asymmetric_decay_win,Frequency,1.97790739,0.1723636,,,0.14297296,0.9999
110,268.62746080648094,275.22409553957704,delta,Baseline,1.1635783,0.04795326,,,,
110,268.5758275696102,281.7690970358024,delta_PVL,Baseline,0.694030947,0.9999,0.129226794,0.0001,,
110,269.9264509480113,279.8214030476554,delta_asymmetric,Baseline,1.1278905,0.06411881,,,0.01419646,
110,262.5034002992819,269.100035032378,decay,Baseline,0.20528622,0.05739974,,,,
110,261.86313895265795,275.0564084188501,decay_PVL,Baseline,0.25225089,0.07970859,0.15439159,0.72195743,,
110,263.2592525683327,269.8558873014288,decay_win,Baseline,0.22976922,0.06475924,,,,
110,259.8598398266767,273.05310929286884,delta_asymmetric_decay_win,Baseline,4.00320696,0.000122923135,,,0.0001,0.559531527
110,279.69247089120955,286.28910562430565,delta,Frequency,4.4349636,0.0001,,,,
110,281.9781109274388,295.1713803936309,delta_PVL,Frequency,4.9999,0.000172526758,0.9999,0.0001,,
110,278.8379423833825,288.7328944830266,delta_asymmetric,Frequency,2.23770715,0.00502566347,,,0.0001,
110,277.38092826542083,283.97756299851693,decay,Frequency,0.03530833,0.0001,,,,
110,278.06120732454434,291.2544767907365,decay_PVL,Frequency,0.06044943,0.03766151,0.0001,0.0001,,
110,276.2069732554982,282.8036079885943,decay_win,Frequency,0.08964392,0.01604114,,,,
110,269.8079165816363,283.0011860478284,delta_asymmetric_decay_win,Frequency,0.555610432,0.0001,,,0.546806717,0.604148664
111,273.3354302611249,279.932064994221,delta,Baseline,4.9999,0.000190196474,,,,
111,277.2273189834449,290.420588449637,delta_PVL,Baseline,4.9999,0.000109084897,0.9999,4.9999,,
111,200.1023744140417,209.99732651368575,delta_asymmetric,Baseline,1.47229126,0.9999,,,0.00505314,
111,214.86862601199024,221.4652607450863,decay,Baseline,0.64500109,0.12484161,,,,
111,197.0463640985,210.2396335646921,decay_PVL,Baseline,0.662020767,0.146994198,0.0001,0.0001,,
111,214.5719008456168,221.1685355787129,decay_win,Baseline,1.23930237,0.8278188,,,,
111,150.629716738004,163.82298620419613,delta_asymmetric_decay_win,Baseline,4.9999,0.791883898,,,0.00140694607,0.692787732
111,258.0812143420292,264.67784907512527,delta,Frequency,0.65763694,0.48929636,,,,
111,251.16279472793715,264.35606419412926,delta_PVL,Frequency,0.50014472,0.35915751,0.9999,4.9999,,
111,252.68253654929927,262.57748864894336,delta_asymmetric,Frequency,0.89647859,0.00343984,,,0.73216528,
111,275.7184207701447,282.3150555032408,decay,Frequency,0.56093956,0.9999,,,,
111,254.1272899450394,267.3205594112316,decay_PVL,Frequency,0.768282577,0.9999,0.0001,0.354506163,,
111,278.8671559484102,285.4637906815063,decay_win,Frequency,0.30963428,0.9999,,,,
111,220.73269709587595,233.92596656206808,delta_asymmetric_decay_win,Frequency,3.14328824,0.0001,,,0.0770365611,0.755117588
112,210.45536059518423,217.05199532828036,delta,Baseline,4.9999,0.000338452269,,,,
112,211.06409297052323,224.25736243671537,delta_PVL,Baseline,4.9999,0.000452530446,0.9999,0.0001,,
112,209.6554485650333,219.55040066467745,delta_asymmetric,Baseline,3.93745668,0.00148181603,,,0.0001,
112,189.93810422225792,196.534738955354,decay,Baseline,0.65540266,0.15732575,,,,
112,190.4333411776366,203.62661064382877,decay_PVL,Baseline,0.56597601,0.15541009,0.24641317,0.33986984,,
112,208.05340823251112,214.6500429656072,decay_win,Baseline,0.86202882,0.23076375,,,,
112,188.87369395541717,202.06696342160927,delta_asymmetric_decay_win,Baseline,0.507476663,0.137639593,,,0.71526925,0.0001
112,254.8542575257856,261.4508922588817,delta,Frequency,0.84078041,0.9999,,,,
112,258.316361213429,271.5096306796211,delta_PVL,Frequency,0.91357481,0.9999,0.9999,0.29796829,,
112,256.8542575257854,266.7492096254295,delta_asymmetric,Frequency,0.84078038,0.9999,,,0.9999,
112,262.1124067519594,268.7090414850555,decay,Frequency,0.78546368,0.9999,,,,
112,265.1300841818856,278.3233536480777,decay_PVL,Frequency,0.732834897,0.9999,0.620042947,0.0001,,
112,258.5313959606293,265.1280306937253,decay_win,Frequency,0.108216436,0.0001,,,,
112,253.94468093062696,267.1379503968191,delta_asymmetric_decay_win,Frequency,0.9309405,0.92422206,,,0.9999,0.57799976
113,256.6811494271679,263.277784160264,delta,Baseline,0.59374045,0.93543264,,,,
113,244.7119092740191,257.9051787402112,delta_PVL,Baseline,0.57289973,0.15643692,0.0106632,4.9999,,
113,251.4907900679643,261.3857421676084,delta_asymmetric,Baseline,0.7906028,0.19029862,,,0.9999,
113,239.0160814638725,245.61271619696856,decay,Baseline,0.65284095,0.24188327,,,,
113,232.36436574802175,245.55763521421392,decay_PVL,Baseline,0.46965969,0.15848762,0.04058403,0.76427836,,
113,243.47224895190212,250.0688836849982,decay_win,Baseline,0.54568275,0.16624257,,,,
113,228.77461130471892,241.96788077091108,delta_asymmetric_decay_win,Baseline,0.72585733,0.23868803,,,0.66037405,0.03927875
113,279.87259035799093,286.469225091087,delta,Frequency,0.0001,0.0001,,,,
113,278.1827733871002,291.37604285329235,delta_PVL,Frequency,0.0761215249,0.9999,0.0001,4.9999,,
113,281.87259035799093,291.76754245763505,delta_asymmetric,Frequency,0.0001,0.0001,,,0.0001,
113,225.16751642189357,231.7641511549896,decay,Frequency,0.67749357,0.09721242,,,,
113,203.14540407610104,216.3386735422932,decay_PVL,Frequency,0.492936182,0.0785307392,0.0001,0.76644195,,
113,213.92563801097413,220.5222727440702,decay_win,Frequency,0.68427864,0.1233116,,,,
113,179.1891860365472,192.38245550273933,delta_asymmetric_decay_win,Frequency,2.18956678,0.08178601,,,0.71923272,0.2050521
