Subnum,AIC,BIC,model,Condition,t,alpha,scale,la,alpha_neg,weight
435,272.62576264016315,282.52071473980726,delta_asymmetric,Baseline,3.96887738,0.000814871401,,,0.0001,
435,270.9613423104279,277.557977043524,decay,Baseline,0.04763598,0.0001,,,,
435,274.8430628624797,288.03633232867185,decay_PVL,Baseline,0.0517159143,0.0001,0.9999,0.0001,,
435,270.1355815370698,276.7322162701659,decay_win,Baseline,0.06750727,0.0044767,,,,
435,274.57434446528833,287.76761393148047,delta_asymmetric_decay_win,Baseline,1.07189598,0.9999,,,0.01775825,0.30715972
435,269.93331561721595,276.52995035031205,delta,Frequency,0.8878739,0.10623747,,,,
435,273.8100955289318,287.00336499512395,delta_PVL,Frequency,1.00253804,0.116512104,0.9999,0.0001,,
435,264.0692702438958,273.9642223435399,delta_asymmetric,Frequency,3.94184759,0.00383056463,,,0.0001,
435,264.27613706379697,270.87277179689306,decay,Frequency,0.05901241,0.0001,,,,
435,268.0971360399332,281.2904055061253,decay_PVL,Frequency,0.0562782696,0.0001,0.9999,1.8664807,,
435,259.371719063408,265.96835379650406,decay_win,Frequency,0.19158879,0.00042943,,,,
435,268.0942481241818,281.2875175903739,delta_asymmetric_decay_win,Frequency,4.70294694,0.000366719493,,,0.000675176301,0.9999
436,272.87802893212654,279.47466366522264,delta,Baseline,0.69453362,0.14403913,,,,
436,276.11784137973353,289.31111084592567,delta_PVL,Baseline,0.782522478,0.14540592,0.9999,0.0001,,
436,274.216309646266,284.1112617459101,delta_asymmetric,Baseline,0.76156923,0.99952918,,,0.05041402,
436,276.6433985154571,283.2400332485532,decay,Baseline,0.09032641,0.04416978,,,,
436,279.6992215969452,292.8924910631373,decay_PVL,Baseline,0.036674,0.03632254,0.0466959,4.9999,,
436,275.2532058491051,281.8498405822012,decay_win,Baseline,0.10198355,0.04137326,,,,
436,278.59353278078623,291.7868022469784,delta_asymmetric_decay_win,Baseline,0.58494232,0.19598044,,,0.16217106,0.9999
436,262.5343793842933,269.1310141173894,delta,Frequency,1.11359096,0.05724932,,,,
436,265.5157600968673,278.70902956305946,delta_PVL,Frequency,1.11714804,0.03379133,0.80913367,4.9999,,
436,262.9217022133613,272.8166543130054,delta_asymmetric,Frequency,4.99957411,0.000174595303,,,0.00165008329,
436,267.3637411559069,273.96037588900305,decay,Frequency,0.03311004,0.0001,,,,
436,268.431145812107,281.6244152782991,decay_PVL,Frequency,0.0342207133,0.0001,0.708974292,4.9999,,
436,269.3093107296108,275.9059454627068,decay_win,Frequency,0.09499959,0.0172602,,,,
436,262.1358870682468,275.32915653443894,delta_asymmetric_decay_win,Frequency,3.51706897,0.000480721298,,,0.0119880223,0.805102412
437,248.45941157964967,255.0560463127457,delta,Baseline,1.51589222,0.0562237,,,,
437,239.33842333464855,252.53169280084072,delta_PVL,Baseline,4.9999,0.000571704796,0.390664009,4.9999,,
437,236.9972260038749,246.89217810351903,delta_asymmetric,Baseline,1.46609965,0.2073356,,,0.00836253,
437,242.5620318031703,249.1586665362664,decay,Baseline,0.34919718,0.09693837,,,,
437,237.21540255197388,250.408672018166,decay_PVL,Baseline,0.33159739,0.09734717,0.25226615,3.17296648,,
437,238.8470217287088,245.44365646180484,decay_win,Baseline,0.33263318,0.09120474,,,,
437,198.2863028272437,211.47957229343584,delta_asymmetric_decay_win,Baseline,3.83836134,0.0001,,,0.0702663466,0.614090924
437,259.4783579804198,266.0749927135159,delta,Frequency,0.84362563,0.62200856,,,,
437,260.5404055701944,273.7336750363865,delta_PVL,Frequency,0.987101152,0.609827638,0.9999,0.0001,,
437,245.71586974494824,255.6108218445924,delta_asymmetric,Frequency,1.16897139,0.9999,,,0.2382071,
437,251.2586862803952,257.8553210134913,decay,Frequency,0.27652164,0.06434323,,,,
437,253.8469646645144,267.0402341307065,decay_PVL,Frequency,0.270742622,0.0628375588,0.9999,0.0001,,
437,249.31344624218363,255.9100809752797,decay_win,Frequency,0.29024803,0.06006032,,,,
437,248.4033877956457,261.59665726183783,delta_asymmetric_decay_win,Frequency,1.79137228,0.70641225,,,0.1189045,0.24076265
438,209.7563759292122,216.35301066230824,delta,Baseline,1.97455635,0.06900955,,,,
438,202.48260435080712,215.67587381699929,delta_PVL,Baseline,2.15534883,0.03191039,0.27959864,4.9999,,
438,203.74588545983755,213.64083755948167,delta_asymmetric,Baseline,2.69531689,0.01340616,,,0.04859867,
438,249.93658848023432,256.5332232133304,decay,Baseline,0.17159922,0.04474606,,,,
438,228.57318086639097,241.7664503325831,decay_PVL,Baseline,0.192000235,0.0438812097,0.0001,4.9999,,
438,238.3007499446246,244.89738467772068,decay_win,Baseline,0.162828318,0.0001,,,,
438,204.25623792880475,217.44950739499689,delta_asymmetric_decay_win,Baseline,1.76120944,0.02478989,,,0.81392942,0.9999
438,254.8937719422968,261.4904066753929,delta,Frequency,4.9999,0.000315958814,,,,
438,258.86934181092863,272.0626112771208,delta_PVL,Frequency,4.9999,0.000296483571,0.9999,1.70809259,,
438,256.3422501909697,266.2372022906138,delta_asymmetric,Frequency,4.46518194,0.000709678248,,,0.0001,
438,246.6175920154045,253.2142267485006,decay,Frequency,0.91249157,0.77017161,,,,
438,242.4553883750613,255.64865784125345,decay_PVL,Frequency,0.780869091,0.846652263,0.0001,0.0001,,
438,250.38848500029692,256.98511973339305,decay_win,Frequency,0.91164103,0.60715193,,,,
438,253.97239294253444,267.1656624087266,delta_asymmetric_decay_win,Frequency,3.04126324,0.00200674286,,,0.0001,0.860534931
440,223.7983677819335,230.3950025150296,delta,Baseline,2.42944576,0.04660228,,,,
440,194.87105806970408,208.0643275358962,delta_PVL,Baseline,1.12478397,0.10500901,0.26709399,4.9999,,
440,234.59150539691797,244.48645749656205,delta_asymmetric,Baseline,2.67018647,0.03329478,,,0.03577136,
440,239.98089091586024,246.5775256489563,decay,Baseline,0.94812374,0.24720283,,,,
440,207.9026860528639,221.09595551905605,decay_PVL,Baseline,0.437451864,0.0375088806,0.0001,1.50562933,,
440,243.08497485064527,249.6816095837414,decay_win,Baseline,0.1002948,0.01179717,,,,
440,191.55010515379936,204.7433746199915,delta_asymmetric_decay_win,Baseline,4.11330413,0.000983665989,,,0.0856120285,0.174304676
440,272.9057002587138,279.5023349918099,delta,Frequency,4.9999,0.000169494277,,,,
440,262.6410165455401,275.8342860117322,delta_PVL,Frequency,0.498943738,0.258715271,0.0001,4.9999,,
440,258.4309375995666,268.32588969921073,delta_asymmetric,Frequency,1.10906287,0.02132607,,,0.89397933,
440,256.40593570584457,263.00257043894067,decay,Frequency,0.04623524,0.0001,,,,
440,246.83162941019893,260.0248988763911,decay_PVL,Frequency,0.05661122,0.0001,0.0001,0.0001,,
440,256.9026386295326,263.4992733626287,decay_win,Frequency,0.16032141,0.02949102,,,,
440,246.5097769869049,259.70304645309704,delta_asymmetric_decay_win,Frequency,0.0561334706,0.0001,,,0.597235986,0.0001
441,269.6439109486617,276.2405456817578,delta,Baseline,0.96384921,0.06572372,,,,
441,271.03285985611234,284.2261293223045,delta_PVL,Baseline,1.05492645,0.0777236935,0.9999,0.0001,,
441,261.77208133775724,271.66703343740136,delta_asymmetric,Baseline,0.77814629,0.9999,,,0.01129921,
441,244.5143655399367,251.1110002730328,decay,Baseline,0.65501084,0.37213823,,,,
441,248.393254638577,261.5865241047691,decay_PVL,Baseline,0.64877645,0.36936481,0.9999,1.8087232,,
441,246.14064963322485,252.7372843663209,decay_win,Baseline,0.52515276,0.20402923,,,,
441,235.33622349375185,248.52949295994395,delta_asymmetric_decay_win,Baseline,1.18137379,0.463835984,,,0.0885406624,0.0001
441,277.3240257841447,283.9206605172408,delta,Frequency,0.31731842,0.5667356,,,,
441,218.78491672426085,231.978186190453,delta_PVL,Frequency,0.826492051,0.17958416,0.0001,4.9999,,
441,132.61503161580225,142.50998371544637,delta_asymmetric,Frequency,1.75831916,0.9999,,,0.0001,
441,127.86754415723198,134.46417889032804,decay,Frequency,0.12574548,0.00416023,,,,
441,110.76941494506332,123.96268441125548,decay_PVL,Frequency,0.500314919,0.085862019,0.0001,1.23009515,,
441,124.17132046956038,130.76795520265645,decay_win,Frequency,0.86112291,0.10097655,,,,
441,106.00738049509194,119.20064996128409,delta_asymmetric_decay_win,Frequency,0.7367449,0.07941951,,,0.69082819,0.09209768
442,279.87257843690867,286.4692131700048,delta,Baseline,0.0001,0.0001,,,,
442,283.87257800755293,297.06584747374507,delta_PVL,Baseline,0.0001,0.0001,0.855414603,0.0001,,
442,281.87025516249025,291.7652072621344,delta_asymmetric,Baseline,0.01965399,0.9999,,,0.01717135,
442,269.4568854764421,276.0535202095382,decay,Baseline,0.74436474,0.9999,,,,
442,246.0833378475872,259.2766073137793,decay_PVL,Baseline,1.10711958,0.9999,0.0001,0.0001,,
442,253.98922181907065,260.5858565521667,decay_win,Baseline,1.14747634,0.80828367,,,,
442,266.94366965328464,280.1369391194768,delta_asymmetric_decay_win,Baseline,0.947701316,0.9999,,,0.9999,0.0001
442,270.40263483865897,276.99926957175506,delta,Frequency,0.55446847,0.46603371,,,,
442,269.78777531991483,282.98104478610696,delta_PVL,Frequency,0.90563743,0.241277334,0.0001,0.0001,,
442,267.974234497258,277.8691865969021,delta_asymmetric,Frequency,0.66171673,0.9999,,,0.28021628,
442,254.44858080414613,261.0452155372422,decay,Frequency,0.75164497,0.34864211,,,,
442,249.7235499822945,262.9168194484866,decay_PVL,Frequency,0.853597839,0.419413124,0.569751525,0.0001,,
442,243.966389003502,250.56302373659807,decay_win,Frequency,0.8574289,0.3321802,,,,
442,243.0849812363674,256.27825070255955,delta_asymmetric_decay_win,Frequency,1.27243774,0.53679793,,,0.29723199,0.16772376
443,271.2645828260829,277.861217559179,delta,Baseline,4.9999,0.000229106987,,,,
443,271.0417589679392,284.2350284341313,delta_PVL,Baseline,4.9999,0.000109938879,0.0001,4.9999,,
443,270.943462817145,280.83841491678913,delta_asymmetric,Baseline,3.51738978,0.0001,,,0.00293175242,
443,272.08073115312976,278.67736588622586,decay,Baseline,0.06330829,0.0001,,,,
443,269.4647251976511,282.6579946638432,decay_PVL,Baseline,0.0996631411,0.0001,0.0001,2.09767552,,
443,271.2288549992192,277.8254897323153,decay_win,Baseline,0.0976971,0.00893002,,,,
443,273.6455830078527,286.8388524740448,delta_asymmetric_decay_win,Baseline,1.57828324,0.0001,,,0.190943246,0.86135425
443,241.32374763243365,247.9203823655297,delta,Frequency,4.9999,0.000712107794,,,,
443,241.50310531607172,254.6963747822639,delta_PVL,Frequency,4.9999,0.000764631015,0.9999,0.0001,,
443,222.6599222957096,232.5548743953537,delta_asymmetric,Frequency,2.65626945,0.0179629,,,0.0001,
443,220.1148471263558,226.71148185945188,decay,Frequency,0.11369639,0.0001,,,,
443,208.8277660886654,222.02103555485755,decay_PVL,Frequency,0.106264081,0.0001,0.0001,0.0001,,
443,228.24659017223,234.84322490532605,decay_win,Frequency,0.23801619,0.00160733,,,,
443,206.76841991241704,219.96168937860915,delta_asymmetric_decay_win,Frequency,0.10671773,0.0001,,,0.0624310905,0.000512820362
444,279.6199497865523,286.2165845196484,delta,Baseline,0.09940901,0.9999,,,,
444,283.3367833681759,296.530052834368,delta_PVL,Baseline,0.153779038,0.9999,0.9999,0.0001,,
444,225.2148615792272,235.1098136788713,delta_asymmetric,Baseline,1.4843589,0.9999,,,0.0001,
444,225.4197489342264,232.0163836673225,decay,Baseline,0.17895015,0.02656973,,,,
444,220.16795436900256,233.3612238351947,decay_PVL,Baseline,0.28845289,0.0554502874,0.0001,0.557736589,,
444,232.70089540707485,239.2975301401709,decay_win,Baseline,0.24593107,0.04420109,,,,
444,217.72979448297576,230.9230639491679,delta_asymmetric_decay_win,Baseline,2.92178254,0.00148747828,,,0.0238949884,0.473071412
444,279.22075412912653,285.81738886222263,delta,Frequency,0.14926113,0.9999,,,,
444,276.28704930207465,289.4803187682668,delta_PVL,Frequency,0.467920484,0.9999,0.0001,0.0001,,
444,274.5040403762876,284.3989924759317,delta_asymmetric,Frequency,0.63541409,0.99989996,,,0.0346281,
444,279.8726853414139,286.46932007451,decay,Frequency,0.0001,0.9999,,,,
444,250.40852876153545,263.6017982277276,decay_PVL,Frequency,0.297040188,0.9999,0.0001,4.9999,,
444,276.1437691846811,282.7404039177772,decay_win,Frequency,0.05831544,0.0001,,,,
444,276.72016475421344,289.9134342204056,delta_asymmetric_decay_win,Frequency,0.59327101,0.92204995,,,0.02596435,0.9999
445,210.35045454154695,216.94708927464305,delta,Baseline,1.25673305,0.09399066,,,,
445,190.8798171890262,204.07308665521836,delta_PVL,Baseline,1.17438226,0.81251295,0.11573911,0.10587211,,
445,196.66077546783325,206.55572756747736,delta_asymmetric,Baseline,1.55258635,0.01126902,,,0.9999,
445,209.6913608028316,216.28799553592768,decay,Baseline,1.03501297,0.44104078,,,,
445,206.02963039762537,219.2228998638175,decay_PVL,Baseline,0.104376509,0.0248151293,0.0001,4.9999,,
445,218.0898914527202,224.68652618581623,decay_win,Baseline,0.06176002,0.00033409,,,,
445,195.58920954158148,208.7824790077736,delta_asymmetric_decay_win,Baseline,4.50563959,0.0001,,,0.0196425705,0.597538194
445,263.5946536562108,270.1912883893069,delta,Frequency,4.9999,0.000278750776,,,,
445,260.5447607607484,273.7380302269405,delta_PVL,Frequency,4.9999,0.000692722767,0.14219826,0.0001,,
445,258.4200617272168,268.3150138268609,delta_asymmetric,Frequency,4.9999,0.000159812197,,,0.00125166234,
445,264.6303345582171,271.2269692913132,decay,Frequency,0.0398796,0.0001,,,,
445,260.1776271643834,273.37089663057554,decay_PVL,Frequency,0.0226944238,0.0001,0.0001,4.9999,,
445,273.77308829024497,280.36972302334107,decay_win,Frequency,0.22222205,0.11303273,,,,
445,251.49734591236933,264.69061537856146,delta_asymmetric_decay_win,Frequency,4.88873034,0.000228229192,,,0.00792824491,0.570042197
446,237.6629674623868,244.25960219548284,delta,Baseline,4.9999,0.000316007234,,,,
446,239.16157446087905,252.3548439270712,delta_PVL,Baseline,4.9999,0.0003276314,0.9999,0.0001,,
446,236.55209190233185,246.44704400197597,delta_asymmetric,Baseline,2.72316232,0.00446880812,,,0.0001,
446,235.74338296530672,242.3400176984028,decay,Baseline,0.07210661,0.00444828,,,,
446,238.16096803196896,251.3542374981611,decay_PVL,Baseline,0.0971813251,0.0116951066,0.9999,0.0001,,
446,229.81233704422505,236.40897177732109,decay_win,Baseline,0.12200811,0.00717281,,,,
446,216.89857936274237,230.09184882893447,delta_asymmetric_decay_win,Baseline,1.39839904,0.0001,,,0.332023134,0.367976361
446,38.02769463720854,44.624329370304615,delta,Frequency,4.9999,0.0182123,,,,
446,40.090413468953805,53.28368293514595,delta_PVL,Frequency,4.9999,0.26968708,0.9999,0.0001,,
446,36.50091456489879,46.39586666454289,delta_asymmetric,Frequency,4.9999,0.9999,,,0.0001,
446,37.62709243235111,44.22372716544719,decay,Frequency,1.69182983,0.0001,,,,
446,38.49847595109591,51.69174541728806,decay_PVL,Frequency,4.23489202,0.0463331,0.24480391,0.43952502,,
446,44.20253647281679,50.79917120591286,decay_win,Frequency,4.32256607,0.01646602,,,,
446,38.49853115287168,51.69180061906382,delta_asymmetric_decay_win,Frequency,4.9999,0.145221533,,,0.0001,0.0001
447,279.87258030699064,286.46921504008674,delta,Baseline,0.0001,0.0001,,,,
447,282.4710303413804,295.6642998075725,delta_PVL,Baseline,0.797162459,0.295811669,0.9999,0.0001,,
447,177.2558746934802,187.1508267931243,delta_asymmetric,Baseline,1.93682963,0.9999,,,0.10173982,
447,180.5861998279254,187.18283456102148,decay,Baseline,0.99548783,0.15118556,,,,
447,182.43597861278053,195.6292480789727,decay_PVL,Baseline,0.88060578,0.1149071,0.9999,1.58614381,,
447,197.07131351524257,203.66794824833863,decay_win,Baseline,0.65996279,0.15282665,,,,
447,148.74118493736356,161.9344544035557,delta_asymmetric_decay_win,Baseline,4.9999,0.01429822,,,0.10776943,0.28276102
447,279.8725845999423,286.4692193330384,delta,Frequency,0.0001,0.0001,,,,
447,259.48214030667367,272.6754097728658,delta_PVL,Frequency,0.398715285,0.409111379,0.0001,4.9999,,
447,192.11463258273483,202.00958468237891,delta_asymmetric,Frequency,2.14802613,0.37767126,,,0.00374161,
447,183.8670416822471,190.4636764153432,decay,Frequency,0.59389285,0.06384898,,,,
447,184.9647139290704,198.15798339526253,decay_PVL,Frequency,0.50350306,0.07101161,0.39160851,1.16224873,,
447,190.7683170504881,197.36495178358413,decay_win,Frequency,0.54559188,0.07642164,,,,
447,168.1192456119731,181.31251507816523,delta_asymmetric_decay_win,Frequency,1.85028983,0.06250483,,,0.2636459,0.33145928
448,272.5828495143895,279.1794842474856,delta,Baseline,0.57537423,0.16232212,,,,
448,275.82069573845695,289.0139652046491,delta_PVL,Baseline,0.759339091,0.193348327,0.508016883,0.0001,,
448,274.47467485610264,284.36962695574675,delta_asymmetric,Baseline,0.56954319,0.16901352,,,0.11042814,
448,270.6199799554116,277.21661468850766,decay,Baseline,0.637711,0.9999,,,,
448,274.4756166876106,287.6688861538028,decay_PVL,Baseline,0.63054674,0.9999,0.9999,2.23976914,,
448,268.77736134409633,275.37399607719243,decay_win,Baseline,0.69453429,0.95113807,,,,
448,270.68919695317385,283.882466419366,delta_asymmetric_decay_win,Baseline,0.77945178,0.9999,,,0.66252921,0.20821725
448,279.66206177233767,286.25869650543376,delta,Frequency,0.08277205,0.9999,,,,
448,283.47273623887025,296.6660057050624,delta_PVL,Frequency,0.144114608,0.9999,0.575478269,0.0001,,
448,281.2009740098597,291.0959261095038,delta_asymmetric,Frequency,0.310871745,0.9999,,,0.0001,
448,279.359744341371,285.9563790744671,decay,Frequency,0.03328549,0.04698047,,,,
448,282.471369172775,295.6646386389671,decay_PVL,Frequency,0.05006906,0.0592658,0.0001,0.0001,,
448,278.7664434623197,285.3630781954158,decay_win,Frequency,0.18907055,0.20969982,,,,
448,281.1866644642949,294.379933930487,delta_asymmetric_decay_win,Frequency,1.42050927,0.0001,,,0.0001,0.876536165
449,210.8468084402891,217.4434431733852,delta,Baseline,1.72244055,0.413311,,,,
449,199.917777591745,213.11104705793716,delta_PVL,Baseline,1.90056324,0.407029658,0.9999,0.0001,,
449,187.19894046089095,197.0938925605351,delta_asymmetric,Baseline,1.85134293,0.61675009,,,0.19665898,
449,155.6527440867266,162.24937881982265,decay,Baseline,1.07053644,0.26034017,,,,
449,156.9080351001227,170.10130456631484,decay_PVL,Baseline,1.03828677,0.242358589,0.9999,0.0001,,
449,149.52869285117632,156.12532758427238,decay_win,Baseline,1.07330541,0.19601251,,,,
449,142.14849561452834,155.34176508072048,delta_asymmetric_decay_win,Baseline,1.33322437,0.25111772,,,0.35314198,0.10836864
449,191.11550991126364,197.7121446443597,delta,Frequency,1.68837779,0.38000045,,,,
449,194.83106619437305,208.0243356605652,delta_PVL,Frequency,1.86324838,0.34305386,0.73932175,0.28098181,,
449,192.4820386783199,202.376990777964,delta_asymmetric,Frequency,1.66728416,0.34667784,,,0.43055824,
449,253.2325038177749,259.829138550871,decay,Frequency,0.34839651,0.11013706,,,,
449,242.9498555954245,256.1431250616167,decay_PVL,Frequency,0.34513185,0.11971305,0.77674265,4.9999,,
449,254.2952234349396,260.89185816803564,decay_win,Frequency,0.09886659,0.0006169,,,,
449,202.1633066863405,215.35657615253265,delta_asymmetric_decay_win,Frequency,1.51076749,0.36712048,,,0.53927984,0.9999
450,279.8725822488608,286.4692169819569,delta,Baseline,0.0001,0.0001,,,,
450,283.8725792165716,297.0658486827637,delta_PVL,Baseline,0.0001,0.0001,0.9999,0.0001,,
450,122.39394999842688,132.288902098071,delta_asymmetric,Baseline,2.24419757,0.22910413,,,0.00306775,
450,120.3099103897993,126.90654512289537,decay,Baseline,1.09200388,0.05913881,,,,
450,108.62502394645468,121.81829341264682,decay_PVL,Baseline,0.464990706,0.0418713909,0.0001,0.221382475,,
450,144.8314150928878,151.42804982598386,decay_win,Baseline,0.58631649,0.05346209,,,,
450,98.73864395366682,111.93191341985896,delta_asymmetric_decay_win,Baseline,4.9999,0.04902585,,,0.99261411,0.02847091
450,180.5750058934414,187.17164062653748,delta,Frequency,4.9999,0.00261045322,,,,
450,179.45841885423692,192.65168832042903,delta_PVL,Frequency,4.9999,0.00244218892,0.9999,0.0001,,
450,159.49287770228727,169.3878298019314,delta_asymmetric,Frequency,1.16541289,0.9999,,,0.0001,
450,154.23182381124997,160.82845854434603,decay,Frequency,0.35576897,0.06575829,,,,
450,158.21471177404155,171.40798124023368,decay_PVL,Frequency,0.36242311,0.06609338,0.9999,1.8123039,,
450,148.55276118850747,155.14939592160354,decay_win,Frequency,0.63144295,0.0903362,,,,
450,143.821826938081,157.01509640427312,delta_asymmetric_decay_win,Frequency,1.46972785,0.28019921,,,0.01965037,0.49796514
451,234.5295973280676,241.12623206116365,delta,Baseline,1.24275757,0.16278907,,,,
451,210.3537794166725,223.54704888286463,delta_PVL,Baseline,0.825736515,0.0745024341,0.0001,4.9999,,
451,216.25872117715696,226.15367327680107,delta_asymmetric,Baseline,1.31752783,0.02481319,,,0.55416846,
451,221.961833724241,228.55846845733703,decay,Baseline,0.11288718,0.01641296,,,,
451,213.98623883163307,227.1795082978252,decay_PVL,Baseline,0.077532054,0.00291560174,0.0001,0.113385643,,
451,226.1271970831777,232.72383181627376,decay_win,Baseline,0.16451188,0.01961741,,,,
451,204.02065063601185,217.213920102204,delta_asymmetric_decay_win,Baseline,0.51340953,0.00636748,,,0.52447673,0.35408048
451,234.32729832446523,240.9239330575613,delta,Frequency,4.9999,0.00037211579,,,,
451,238.0841868141728,251.2774562803649,delta_PVL,Frequency,4.4453093,0.000695780855,0.9999,0.0001,,
451,236.0912661115365,245.9862182111806,delta_asymmetric,Frequency,3.67048176,0.00167807639,,,0.0001,
451,234.34370351859135,240.94033825168745,decay,Frequency,0.07788593,0.0001,,,,
451,238.11907345137735,251.3123429175695,decay_PVL,Frequency,0.0782519204,0.0001,0.9999,0.0001,,
451,232.91077324322396,239.50740797632,decay_win,Frequency,0.16561959,0.0059963,,,,
451,237.6563335936277,250.8496030598198,delta_asymmetric_decay_win,Frequency,3.24017959,0.00231564259,,,0.0001,0.884476628
452,252.40079487795936,258.99742961105545,delta,Baseline,0.7639639,0.58581008,,,,
452,245.71099252553856,258.9042619917307,delta_PVL,Baseline,0.941598057,0.733513465,0.9999,0.0001,,
452,240.3572066683234,250.25215876796756,delta_asymmetric,Baseline,2.02629753,0.133417703,,,0.0001,
452,238.0459750719279,244.642609805024,decay,Baseline,0.81611217,0.38752191,,,,
452,236.5243265400936,249.71759600628573,decay_PVL,Baseline,0.91993922,0.419901891,0.9999,0.0001,,
452,229.8913598172954,236.48799455039148,decay_win,Baseline,0.89075937,0.31527542,,,,
452,225.652166773041,238.84543623923312,delta_asymmetric_decay_win,Baseline,1.31660573,0.87810834,,,0.16720235,0.382936
452,208.6866296792668,215.28326441236285,delta,Frequency,2.30492004,0.04261631,,,,
452,170.66908141406,183.8623508802521,delta_PVL,Frequency,2.33647844,0.0766738843,0.9999,0.0001,,
452,118.63178535313588,128.52673745278,delta_asymmetric,Frequency,1.67574598,0.9999,,,0.0048404,
452,217.30865523048365,223.9052899635797,decay,Frequency,0.20757688,0.0256119,,,,
452,204.70706086834855,217.9003303345407,decay_PVL,Frequency,0.310923749,0.0422148762,0.9999,0.0001,,
452,187.87338811451653,194.4700228476126,decay_win,Frequency,0.52585436,0.00178472,,,,
452,72.2145438834317,85.40781334962385,delta_asymmetric_decay_win,Frequency,4.9999,0.9999,,,0.002587746,0.918951767
453,183.03643471637469,189.63306944947075,delta,Baseline,2.23871587,0.0812095,,,,
453,168.25724084088142,181.4505103070736,delta_PVL,Baseline,2.89955221,0.0656734365,0.195554766,0.0001,,
453,168.50292155979264,178.39787365943675,delta_asymmetric,Baseline,1.85181556,0.02317542,,,0.52424916,
453,175.44232224296266,182.03895697605876,decay,Baseline,0.16123904,0.01008622,,,,
453,166.12557803689498,179.3188475030871,decay_PVL,Baseline,0.2897166,0.05726987,0.0001,4.9999,,
453,177.28324299884147,183.87987773193757,decay_win,Baseline,0.70313397,0.11428728,,,,
453,164.93037212907038,178.1236415952625,delta_asymmetric_decay_win,Baseline,1.06208955,0.02375528,,,0.23474563,0.34175423
453,226.9713980780353,233.5680328111314,delta,Frequency,2.13196608,0.03148914,,,,
453,230.1043326747142,243.29760214090632,delta_PVL,Frequency,2.44056785,0.0276848974,0.489484766,0.0001,,
453,226.72259781658525,236.61754991622936,delta_asymmetric,Frequency,1.93297465,0.00201968,,,0.06684123,
453,270.8677619026505,277.4643966357466,decay,Frequency,0.13225124,0.04747456,,,,
453,266.8919901957366,280.0852596619287,decay_PVL,Frequency,0.0272958404,0.0001,0.0001,4.9999,,
453,251.83444878681163,258.4310835199077,decay_win,Frequency,1.1049342,0.9999,,,,
453,248.4342330665187,261.6275025327108,delta_asymmetric_decay_win,Frequency,4.72978913,0.9999,,,0.08719731,0.25703173
454,162.04367467142347,168.64030940451954,delta,Baseline,1.90190565,0.1858927,,,,
454,165.27890306164898,178.4721725278411,delta_PVL,Baseline,2.08638075,0.18437308,0.61046329,0.081066,,
454,163.993295693938,173.8882477935821,delta_asymmetric,Baseline,1.91602127,0.16845104,,,0.18731043,
454,179.64079206563105,186.2374267987271,decay,Baseline,0.43502594,0.06962447,,,,
454,181.39660432355555,194.58987378974768,decay_PVL,Baseline,0.46260525,0.07761971,0.9999,4.72831378,,
454,172.3459829760305,178.94261770912658,decay_win,Baseline,0.26809621,0.01139947,,,,
454,176.60126683116383,189.794536297356,delta_asymmetric_decay_win,Baseline,1.66521025,0.2593502,,,0.22874492,0.9999
454,222.8879386525422,229.48457338563827,delta,Frequency,1.41184182,0.10659221,,,,
454,223.02530190575075,236.2185713719429,delta_PVL,Frequency,1.46342616,0.1170152,0.9999,0.0001,,
454,224.6326358769413,234.52758797658535,delta_asymmetric,Frequency,1.38212907,0.1198399,,,0.09088679,
454,241.5842350470521,248.18086978014816,decay,Frequency,0.37224304,0.11102021,,,,
454,244.222832752934,257.4161022191261,decay_PVL,Frequency,0.411673222,0.121712782,0.9999,0.0001,,
454,225.4640830296974,232.06071776279347,decay_win,Frequency,0.67620738,0.15787183,,,,
454,217.6971866968429,230.890456163035,delta_asymmetric_decay_win,Frequency,1.04607146,0.17773121,,,0.08772597,0.54443533
455,55.806546464530776,62.40318119762685,delta,Baseline,3.57307637,0.01570326,,,,
455,41.918275483089474,55.11154494928162,delta_PVL,Baseline,4.81124774,0.02648521,0.06922156,0.65565016,,
455,50.66149834346226,60.55645044310637,delta_asymmetric,Baseline,4.04026458,0.01382955,,,0.06785627,
455,56.03078564112528,62.62742037422136,decay,Baseline,0.429866551,0.0001,,,,
455,47.07913906082504,60.27240852701718,decay_PVL,Baseline,0.35709049,0.0001,0.0001,4.9999,,
455,67.83257874740784,74.4292134805039,decay_win,Baseline,0.71081516,0.00911147,,,,
455,53.08567778907211,66.27894725526426,delta_asymmetric_decay_win,Baseline,3.90465544,0.01362955,,,0.06921009,0.9999
455,176.63427750443373,183.2309122375298,delta,Frequency,1.9244079,0.2668097,,,,
455,114.8698104316303,128.06307989782243,delta_PVL,Frequency,3.78898061,0.0631408,0.15479654,0.85339547,,
455,166.64042531111005,176.53537741075417,delta_asymmetric,Frequency,2.02568991,0.1216289,,,0.4007415,
455,202.2425928479149,208.83922758101096,decay,Frequency,0.45306169,0.13241969,,,,
455,178.1513872016684,191.34465666786053,decay_PVL,Frequency,0.43239064,0.10989909,0.01945538,4.9999,,
455,185.3363454404557,191.93298017355173,decay_win,Frequency,0.80765853,0.17836813,,,,
455,180.1949283286254,193.38819779481756,delta_asymmetric_decay_win,Frequency,1.68577575,0.06762585,,,0.36854276,0.74316171
