Subnum,AIC,BIC,model,Condition,t,alpha,weight,scale,la,alpha_neg
375,277.9443933595972,294.4359801923374,delta_decay_PVL,Frequency,0.166110319,0.0964490713,0.503275078,0.0001,2.26164119,
375,270.75016421836807,280.6451163180122,delta_decay_win,Frequency,4.97017556,0.0001,0.410144258,,,
375,270.8936323035812,287.3852191363213,delta_decay_PVL_win,Frequency,0.744579754,0.368046477,0.9999,0.0001,0.0001,
375,272.1850608374881,285.3783303036803,delta_asymmetric_decay_win,Frequency,0.68891839,0.80249633,0.37896517,,,0.15071807
376,264.39197772410614,274.28692982375026,delta_decay,Baseline,0.63740014,0.08740357,0.53116416,,,
376,264.52854126580735,281.0201280985475,delta_decay_PVL,Baseline,0.87944738,0.0965835184,0.858495933,0.0001,0.0001,
376,270.0132643205373,279.9082164201814,delta_decay_win,Baseline,0.29316801,0.10677787,0.06847542,,,
376,266.2885166111517,282.7801034438919,delta_decay_PVL_win,Baseline,0.318285662,0.100703904,0.406901196,0.0001,4.9999,
376,258.9246382089356,272.1179076751277,delta_asymmetric_decay_win,Baseline,1.59231603,0.91125781,0.43555465,,,0.02662051
376,233.52959103825972,243.42454313790387,delta_decay,Frequency,1.10486369,0.61435287,0.17986427,,,
376,233.89427126593208,250.38585809867223,delta_decay_PVL,Frequency,1.32444539,0.9999,0.496049733,0.9999,0.0001,
376,223.9904942884596,233.8854463881037,delta_decay_win,Frequency,1.42227173,0.98276117,0.45937709,,,
376,227.21149137282225,243.70307820556243,delta_decay_PVL_win,Frequency,1.40798717,0.9999,0.48522132,0.95176568,0.1935652,
376,225.71096361978664,238.9042330859788,delta_asymmetric_decay_win,Frequency,1.42828554,0.9814812,0.46147417,,,0.9999
377,238.9194970820261,248.81444918167023,delta_decay,Baseline,1.09585043,0.8492694,0.63371735,,,
377,240.34928239973115,256.84086923247133,delta_decay_PVL,Baseline,1.21386004,0.947286079,0.504808353,0.9999,0.0001,
377,223.8610771942344,233.7560292938785,delta_decay_win,Baseline,0.645517825,0.209330459,0.0001,,,
377,227.86718281992648,244.35876965266667,delta_decay_PVL_win,Baseline,0.654210922,0.214184281,0.0001,0.999803118,1.14688379,
377,225.9915593043861,239.18482877057824,delta_asymmetric_decay_win,Baseline,0.659233939,0.228648114,0.0001,,,0.256892815
377,281.4349348023176,291.3298869019617,delta_decay,Frequency,0.22297906,0.23502534,0.9999,,,
377,279.6384064539129,296.1299932866531,delta_decay_PVL,Frequency,2.11414575,0.00154345317,0.9999,0.0001,4.9999,
377,281.4576690860233,291.35262118566743,delta_decay_win,Frequency,0.2082156,0.26009603,0.9999,,,
377,282.77405608728617,299.2656429200264,delta_decay_PVL_win,Frequency,0.130530918,0.411219828,0.9999,0.0001,4.9999,
377,276.195874795902,289.38914426209413,delta_asymmetric_decay_win,Frequency,2.46052396,0.0001,0.9999,,,0.0372445962
378,228.12772947977905,238.0226815794232,delta_decay,Baseline,0.166392494,0.0351926982,0.0001,,,
378,223.46709574593757,239.95868257867767,delta_decay_PVL,Baseline,0.299027263,0.0904200876,0.0001,0.0001,0.0001,
378,217.14403731962315,227.03898941926727,delta_decay_win,Baseline,2.69840076,0.00178450378,0.559709884,,,
378,219.99951122484987,236.49109805759005,delta_decay_PVL_win,Baseline,0.754484903,0.0365022021,0.499619206,0.234117326,0.0001,
378,211.91657925660212,225.10984872279428,delta_asymmetric_decay_win,Baseline,4.00771768,0.000628303,0.542452416,,,0.0001
378,255.60246011161092,265.49741221125504,delta_decay,Frequency,0.35528421,0.0774215264,0.0001,,,
378,254.61847015165995,271.1100569844001,delta_decay_PVL,Frequency,0.269088653,0.0648040848,0.0001,0.0328837111,0.781892534,
378,245.71833194024487,255.61328403988904,delta_decay_win,Frequency,3.15469541,0.000313928031,0.517304701,,,
378,246.4605691354193,262.9521559681595,delta_decay_PVL_win,Frequency,3.19154348,0.00102956126,0.527514816,0.467525848,4.61406039,
378,242.3364931644513,255.52976263064343,delta_asymmetric_decay_win,Frequency,3.15536882,0.000326885749,0.362148629,,,0.0304321891
379,278.1727415959296,288.0676936955737,delta_decay,Baseline,0.03357749,0.0001,0.0001,,,
379,281.20648128528404,297.69806811802425,delta_decay_PVL,Baseline,0.0377953385,0.0001,0.0001,0.198103956,0.0001,
379,272.58182639456976,282.4767784942139,delta_decay_win,Baseline,3.32519084,0.000371913495,0.781206943,,,
379,277.4667253240357,293.95831215677583,delta_decay_PVL_win,Baseline,3.10546039,0.000196887885,0.792705187,0.9999,1.15394981,
379,274.6027970530721,287.7960665192643,delta_asymmetric_decay_win,Baseline,3.32599177,0.000389045927,0.783440409,,,0.000161192394
379,262.68431931310204,272.5792714127461,delta_decay,Frequency,0.247124766,0.116626789,0.0001,,,
379,255.43864418019075,271.9302310129309,delta_decay_PVL,Frequency,0.237290173,0.117922666,0.0001,0.0001,0.0001,
379,253.00407427946377,262.89902637910785,delta_decay_win,Frequency,0.270362962,0.110202334,0.0001,,,
379,255.43697037635167,271.9285572090919,delta_decay_PVL_win,Frequency,0.237292746,0.117926353,0.0001,0.0001,0.0001,
379,253.69288786980516,266.88615733599727,delta_asymmetric_decay_win,Frequency,0.326942244,0.164203915,0.0001,,,0.925931213
380,225.30636711371045,235.20131921335457,delta_decay,Baseline,3.32512766,0.00731403,0.99444593,,,
380,228.82356558020743,245.31515241294764,delta_decay_PVL,Baseline,2.93117344,0.01408019,0.99088781,0.9999,2.44796353,
380,244.34018734077276,254.23513944041684,delta_decay_win,Baseline,1.23337373,0.23621459,0.85021039,,,
380,241.90430698267363,258.39589381541384,delta_decay_PVL_win,Baseline,0.94309159,0.0630723091,0.9999,0.0001,4.9999,
380,243.89281778715747,257.0860872533496,delta_asymmetric_decay_win,Baseline,1.17291334,0.19182162,0.70782627,,,0.10329725
380,260.84795028609943,270.74290238574355,delta_decay,Frequency,0.56800728,0.16214539,0.2524723,,,
380,261.39587279310115,277.8874596258413,delta_decay_PVL,Frequency,0.293295904,0.155181435,0.0001,0.0001,0.0001,
380,267.55702395497616,277.4519760546203,delta_decay_win,Frequency,0.316862774,0.223087072,0.0001,,,
380,260.7817786420618,277.273365474802,delta_decay_PVL_win,Frequency,0.298435552,0.159486777,0.0001,0.278946292,2.14303858,
380,262.4349687669463,275.6282382331385,delta_asymmetric_decay_win,Frequency,0.24190378,0.12933103,0.03290202,,,0.99364867
381,248.2349520159785,258.12990411562265,delta_decay,Baseline,0.647794255,0.218357013,0.0001,,,
381,222.23671821883136,238.72830505157157,delta_decay_PVL,Baseline,0.88855799,0.397984362,0.0001,0.0001,0.0001,
381,230.26426333585397,240.15921543549808,delta_decay_win,Baseline,0.708374639,0.232144286,0.0001,,,
381,222.23450065056008,238.72608748330023,delta_decay_PVL_win,Baseline,0.888596126,0.398041849,0.0001,0.1013599,0.0001,
381,209.66848071886668,222.8617501850588,delta_asymmetric_decay_win,Baseline,1.45590167,0.333973735,0.0952585549,,,0.0001
381,257.93663803396066,267.8315901336048,delta_decay,Frequency,0.76636078,0.9999,0.9999,,,
381,258.43170451613423,274.9232913488744,delta_decay_PVL,Frequency,0.905129848,0.9999,0.9999,0.611406586,0.0001,
381,258.7697833724004,268.6647354720445,delta_decay_win,Frequency,0.75169332,0.9999,0.9999,,,
381,260.1464670457792,276.6380538785194,delta_decay_PVL_win,Frequency,0.869554681,0.9999,0.9999,0.652203612,0.0001,
381,260.12613515924966,273.31940462544185,delta_asymmetric_decay_win,Frequency,0.79468902,0.9999,0.9999,,,0.85851457
382,222.21552409258445,232.11047619222856,delta_decay,Baseline,0.3332377,0.02641704,0.5660789,,,
382,213.07891738501843,229.5705042177586,delta_decay_PVL,Baseline,0.188469792,0.0651635147,0.0001,0.0001,0.0001,
382,187.76367535470848,197.6586274543526,delta_decay_win,Baseline,2.3888871,0.0001,0.263389574,,,
382,191.7747750334165,208.2663618661567,delta_decay_PVL_win,Baseline,2.38905081,0.0001,0.267443501,0.9999,2.56892539,
382,183.25743284424323,196.4507023104354,delta_asymmetric_decay_win,Baseline,4.9999,0.0039575919,0.148200117,,,0.9999
382,175.58711039952968,185.4820624991738,delta_decay,Frequency,1.22912674,0.06349939,0.74360341,,,
382,200.3755634831036,216.86715031584376,delta_decay_PVL,Frequency,1.17243088,0.196672001,0.612669394,0.725384443,0.0001,
382,193.63395922295183,203.528911322596,delta_decay_win,Frequency,0.632847116,0.188875672,0.0001,,,
382,197.20283271275943,213.69441954549964,delta_decay_PVL_win,Frequency,0.600333857,0.215319738,0.0001,0.549382691,3.86284178,
382,181.12129850300116,194.3145679691933,delta_asymmetric_decay_win,Frequency,3.71431318,0.62426604,0.29788496,,,0.01316807
383,222.4948656510933,232.38981775073745,delta_decay,Baseline,0.65478078,0.06520046,0.49953667,,,
383,225.7430276928712,242.2346145256114,delta_decay_PVL,Baseline,0.355615858,0.12623063,0.0001,0.0001,0.0001,
383,222.95662127607977,232.8515733757239,delta_decay_win,Baseline,0.96541272,0.70907282,0.9999,,,
383,225.7432831479425,242.2348699806827,delta_decay_PVL_win,Baseline,0.355594565,0.126228775,0.0001,0.00382317369,0.0001,
383,197.948338561425,211.14160802761717,delta_asymmetric_decay_win,Baseline,1.61073025,0.54388579,0.11546539,,,0.13784149
383,129.44554594393674,139.34049804358085,delta_decay,Frequency,0.611983024,0.103098168,0.0001,,,
383,123.0078518548312,139.49943868757137,delta_decay_PVL,Frequency,0.81584724,0.11957286,0.34939246,0.21536456,4.9999,
383,118.69504812181977,128.59000022146387,delta_decay_win,Frequency,0.93208812,0.03428142,0.18194114,,,
383,121.68132688825688,138.17291372099706,delta_decay_PVL_win,Frequency,0.887586509,0.0520484891,0.219242657,0.0001,4.9999,
383,117.86728094207317,131.0605504082653,delta_asymmetric_decay_win,Frequency,1.48203576,0.04716506,0.2517079,,,0.9999
384,164.45296461667684,174.34791671632095,delta_decay,Baseline,0.22332136,0.0001,0.0001,,,
384,157.2453175544825,173.7369043872227,delta_decay_PVL,Baseline,0.225976811,0.0001,0.0001,0.383073781,0.0001,
384,159.09314415482964,168.98809625447376,delta_decay_win,Baseline,0.189514077,0.0001,0.0001,,,
384,157.55333290363964,174.04491973637982,delta_decay_PVL_win,Baseline,4.9999,0.00118052569,0.9999,0.376950605,0.0001,
384,160.83050506805083,174.023774534243,delta_asymmetric_decay_win,Baseline,0.19622668,0.00127481663,0.0001,,,0.0466402669
384,218.3888152422887,228.2837673419328,delta_decay,Frequency,1.08405465,0.9999,0.05499736,,,
384,225.36746574136865,241.8590525741088,delta_decay_PVL,Frequency,1.20506519,0.729810026,0.282036771,0.9999,0.0001,
384,219.1601064638077,229.05505856345175,delta_decay_win,Frequency,3.68495097,0.00169219254,0.715015561,,,
384,218.96413825860324,235.45572509134345,delta_decay_PVL_win,Frequency,3.80782782,0.00163971464,0.707948478,0.201244116,0.0001,
384,224.03804273187984,237.231312198072,delta_asymmetric_decay_win,Frequency,0.0731506074,0.0001,0.0001,,,0.300690039
385,154.99223778111616,164.88718988076027,delta_decay,Baseline,0.6200296,0.02869692,0.5669734,,,
385,160.1887102393095,176.68029707204968,delta_decay_PVL,Baseline,2.14444339,0.0381590623,0.973184615,0.0001,0.0001,
385,155.99713640312098,165.8920885027651,delta_decay_win,Baseline,1.65535842,0.09575743,0.9999,,,
385,157.59977371710934,174.09136054984953,delta_decay_PVL_win,Baseline,1.48276367,0.08587376,0.9999,0.90503416,3.77975521,
385,157.08175394235425,170.27502340854636,delta_asymmetric_decay_win,Baseline,2.67160918,0.00310881,0.63361646,,,0.16390035
385,281.73968077129587,291.63463287094,delta_decay,Frequency,0.22030033,0.04180315,0.9999,,,
385,285.3704596025187,301.8620464352589,delta_decay_PVL,Frequency,0.08150407,0.9999,0.9999,0.87078715,4.9999,
385,281.6201311406141,291.51508324025826,delta_decay_win,Frequency,0.49168983,0.00727626,0.96943823,,,
385,285.331256437659,301.8228432703992,delta_decay_PVL_win,Frequency,0.08167534,0.9999,0.9999,0.81331835,4.9999,
385,283.0444823631094,296.23775182930154,delta_asymmetric_decay_win,Frequency,0.404534582,0.9999,0.0001,,,0.0249609374
386,281.2664525651636,291.1614046648077,delta_decay,Baseline,0.187292973,0.629247012,0.0001,,,
386,274.5196594451926,291.01124627793274,delta_decay_PVL,Baseline,0.137436029,0.0624864264,0.0001,0.0001,0.0001,
386,268.38814469571946,278.2830967953636,delta_decay_win,Baseline,4.08541621,0.0001,0.684534252,,,
386,271.80890150688015,288.3004883396203,delta_decay_PVL_win,Baseline,0.154757286,0.0572280434,0.0001,0.468125654,0.0001,
386,266.6069010998009,279.8001705659931,delta_asymmetric_decay_win,Baseline,0.172515996,0.0652175445,0.0001,,,0.999899526
386,255.4962120670441,265.3911641666882,delta_decay,Frequency,0.33356668,0.08351279,0.18043124,,,
386,260.73870544170217,277.2302922744424,delta_decay_PVL,Frequency,0.237997942,0.143279494,0.0001,0.0868810317,3.34076698,
386,251.24687264098208,261.1418247406262,delta_decay_win,Frequency,0.34896832,0.128968373,0.0001,,,
386,255.24680327503108,271.73839010777124,delta_decay_PVL_win,Frequency,0.348968885,0.128968221,0.0001,0.853253171,0.0163934806,
386,253.29677229484653,266.4900417610387,delta_asymmetric_decay_win,Frequency,0.3271526,0.119644762,0.0001,,,0.111423085
387,173.18016334410535,183.07511544374947,delta_decay,Baseline,1.35546879,0.30359751,0.9999,,,
387,171.42392439137515,187.9155112241153,delta_decay_PVL,Baseline,0.9752353,0.36408181,0.9999,0.9999,4.9999,
387,170.85658467284625,180.7515367724904,delta_decay_win,Baseline,1.41962198,0.28923837,0.9999,,,
387,164.06602569438084,180.55761252712105,delta_decay_PVL_win,Baseline,1.08920637,0.3125131,0.9999,0.89830389,4.9999,
387,167.23580641749996,180.4290758836921,delta_asymmetric_decay_win,Baseline,1.54191995,0.12866024,0.9999,,,0.77514013
387,251.1359719466302,261.0309240462743,delta_decay,Frequency,1.11644379,0.26599705,0.9999,,,
387,249.70722481669503,266.19881164943524,delta_decay_PVL,Frequency,1.02331917,0.13020157,0.9999,0.23621808,4.9999,
387,250.9519371395849,260.84688923922903,delta_decay_win,Frequency,3.67455208,0.00137910308,0.877231165,,,
387,250.03744895124163,266.52903578398184,delta_decay_PVL_win,Frequency,0.93322566,0.1104071,0.9999,0.13339709,4.9999,
387,250.0167412161153,263.2100106823074,delta_asymmetric_decay_win,Frequency,1.11920277,0.09349843,0.9999,,,0.54729699
388,278.030872459068,287.9258245587121,delta_decay,Baseline,0.73664641,0.0865992,0.9999,,,
388,280.34008035943594,296.83166719217616,delta_decay_PVL,Baseline,0.58280895,0.08594603,0.9999,0.23811464,4.9999,
388,278.2589798245684,288.1539319242125,delta_decay_win,Baseline,0.197554673,0.0001,0.760672847,,,
388,281.3840460976708,297.87563293041103,delta_decay_PVL_win,Baseline,0.5031989,0.08222675,0.9999,0.23463663,4.9999,
388,278.05481861850785,291.2480880847,delta_asymmetric_decay_win,Baseline,0.57781914,0.02016709,0.9999,,,0.80903592
388,281.87258060015813,291.76753269980225,delta_decay,Frequency,0.0001,0.0001,0.9999,,,
388,285.87258005433506,302.36416688707527,delta_decay_PVL,Frequency,0.0001,0.0001,0.9999,0.9999,0.0001,
388,281.87258036150064,291.76753246114475,delta_decay_win,Frequency,0.0001,0.0001,0.9999,,,
388,285.8725802082764,302.3641670410166,delta_decay_PVL_win,Frequency,0.0001,0.0001,0.9999,0.9999,0.0001,
388,283.8595390312736,297.0528084974657,delta_asymmetric_decay_win,Frequency,0.03799026,0.9999,0.9999,,,0.17522847
389,213.13654933009505,223.0315014297392,delta_decay,Baseline,1.11247642,0.6647494,0.9999,,,
389,188.5215824274839,205.0131692602241,delta_decay_PVL,Baseline,0.774314065,0.239482016,0.0001,0.487364119,4.9999,
389,213.17969190669103,223.0746440063352,delta_decay_win,Baseline,1.12295007,0.65932079,0.9999,,,
389,216.33064848285812,232.82223531559836,delta_decay_PVL_win,Baseline,1.15376651,0.746657472,0.9999,0.9999,0.0001,
389,186.5231603717212,199.7164298379133,delta_asymmetric_decay_win,Baseline,1.5038258,0.11706677,0.9999,,,0.9999
389,185.5972065566245,195.49215865626863,delta_decay,Frequency,0.79370486,0.337704339,0.0001,,,
389,185.4630412721602,201.9546281049004,delta_decay_PVL,Frequency,0.781293478,0.342952852,0.0001,0.287930145,0.0001,
389,183.49255989312985,193.387511992774,delta_decay_win,Frequency,0.760055906,0.312146986,0.0001,,,
389,183.4262101670149,199.91779699975504,delta_decay_PVL_win,Frequency,0.80623498,0.351194938,0.0001,0.644706722,0.643493184,
389,180.89313427319627,194.0864037393884,delta_asymmetric_decay_win,Frequency,0.862314814,0.247461409,0.0001,,,0.008040322
390,172.31781570525257,182.21276780489669,delta_decay,Baseline,2.63596497,0.01694498,0.97696014,,,
390,174.77279663967485,191.26438347241503,delta_decay_PVL,Baseline,3.33864322,0.0190426586,0.992237427,0.544685627,0.0001,
390,179.27770717623957,189.1726592758837,delta_decay_win,Baseline,0.24627493,0.01499672,0.14551887,,,
390,183.2504880382887,199.74207487102885,delta_decay_PVL_win,Baseline,0.25079276,0.01469337,0.14667495,0.9999,0.10701081,
390,181.1607007871521,194.35397025334424,delta_asymmetric_decay_win,Baseline,0.27255327,0.02059575,0.14659024,,,0.24474196
390,281.87258061346364,291.76753271310776,delta_decay,Frequency,0.0001,0.0001,0.9999,,,
390,285.87258012830813,302.36416696104834,delta_decay_PVL,Frequency,0.0001,0.0001,0.9999,0.0001,0.0001,
390,281.8725823025955,291.7675344022396,delta_decay_win,Frequency,0.0001,0.0001,0.9999,,,
390,285.8725820446199,302.36416887736004,delta_decay_PVL_win,Frequency,0.0001,0.0001,0.9999,0.0001,0.0001,
390,283.8725823025955,297.06585176878764,delta_asymmetric_decay_win,Frequency,0.0001,0.0001,0.9999,,,0.0001
391,276.15200225866965,286.04695435831377,delta_decay,Baseline,0.06102281,0.0237012,0.0001,,,
391,274.9009202091268,291.392507041867,delta_decay_PVL,Baseline,0.316749324,0.707178561,0.0001,0.0001,4.9999,
391,275.5664002315356,285.46135233117974,delta_decay_win,Baseline,0.04109449,0.00518638,0.00480637,,,
391,279.5427155868368,296.034302419577,delta_decay_PVL_win,Baseline,3.81105672,0.000608485365,0.947231011,0.0001,0.0001,
391,276.41777102981484,289.611040496007,delta_asymmetric_decay_win,Baseline,0.0355236134,0.0001,0.0001,,,0.999899999
391,274.30802217679525,284.20297427643936,delta_decay,Frequency,0.33489794,0.9999,0.9999,,,
391,268.7689622837569,285.26054911649703,delta_decay_PVL,Frequency,0.187867486,0.264437904,0.0001,0.0001,4.9999,
391,274.6354800892843,284.5304321889284,delta_decay_win,Frequency,0.37948366,0.75698774,0.9999,,,
391,272.8786042592326,289.37019109197274,delta_decay_PVL_win,Frequency,0.17952098,0.70975955,0.9999,0.19203901,4.9999,
391,274.8175223001256,288.0107917663177,delta_asymmetric_decay_win,Frequency,0.43170068,0.35716452,0.9999,,,0.9999
392,263.34076004000656,273.2357121396507,delta_decay,Baseline,0.130521828,0.00105570393,0.0001,,,
392,262.29791824127835,278.7895050740185,delta_decay_PVL,Baseline,0.08626778,0.01675076,0.0001,0.0001,0.0001,
392,250.86121850432147,260.7561706039656,delta_decay_win,Baseline,0.45397635,0.00311754,0.53349293,,,
392,254.8556776183443,271.34726445108447,delta_decay_PVL_win,Baseline,0.454565458,0.00315459365,0.534498937,0.9999,0.0001,
392,249.8704820742866,263.06375154047873,delta_asymmetric_decay_win,Baseline,0.82693114,0.00336708,0.46548777,,,0.20744236
392,281.8725810537291,291.7675331533732,delta_decay,Frequency,0.0001,0.0001,0.9999,,,
392,283.4792506047372,299.97083743747737,delta_decay_PVL,Frequency,0.0925332597,0.438006709,0.0001,0.0001,4.9999,
392,279.57504099197524,289.46999309161936,delta_decay_win,Frequency,3.97617642,0.0001,0.738202999,,,
392,284.48509641081733,300.97668324355755,delta_decay_PVL_win,Frequency,0.276352992,0.804175179,0.9999,0.0001,0.0001,
392,283.87257796365793,297.06584742985007,delta_asymmetric_decay_win,Frequency,0.0001,0.9999,0.0001,,,0.0001
393,278.50564111097367,288.4005932106178,delta_decay,Baseline,0.52040901,0.04594194,0.9999,,,
393,280.7470161986403,297.23860303138053,delta_decay_PVL,Baseline,1.46708812,0.00202309364,0.9999,0.0001,4.9999,
393,278.0873588246064,287.9823109242505,delta_decay_win,Baseline,0.15717212,0.0001,0.785972324,,,
393,280.9836224297576,297.47520926249774,delta_decay_PVL_win,Baseline,0.329577113,0.0213001975,0.9999,0.0001,4.9999,
393,279.2375050541065,292.43077452029866,delta_asymmetric_decay_win,Baseline,2.5515967,0.0001,0.9999,,,0.0102921102
393,281.40285696878937,291.2978090684335,delta_decay,Frequency,0.12020114,0.9999,0.9999,,,
393,284.3080944079056,300.7996812406458,delta_decay_PVL,Frequency,0.104240469,0.9999,0.294649455,0.0001,4.9999,
393,281.3844617541848,291.2794138538289,delta_decay_win,Frequency,0.12221336,0.9999,0.9999,,,
393,284.0820988302939,300.5736856630341,delta_decay_PVL_win,Frequency,0.339650296,0.9999,0.9999,0.00243403844,0.0001,
393,278.07136081788974,291.2646302840819,delta_asymmetric_decay_win,Frequency,4.50440661,0.0001,0.347817308,,,0.9999
394,53.76107236546335,63.65602446510746,delta_decay,Baseline,2.29665855,0.58673727,0.61169323,,,
394,60.05701293834101,76.5485997710812,delta_decay_PVL,Baseline,1.99655948,0.45218483,0.81291798,0.70457639,1.12693229,
394,46.41935708949503,56.31430918913914,delta_decay_win,Baseline,3.74855028,0.59571481,0.81054391,,,
394,45.72660643769797,62.21819327043816,delta_decay_PVL_win,Baseline,4.29336367,0.61695725,0.81970931,0.1813949,0.10982309,
394,47.54225542539531,60.73552489158746,delta_asymmetric_decay_win,Baseline,4.9999,0.73860423,0.83773099,,,0.60708782
394,59.38766235774101,69.28261445738511,delta_decay,Frequency,1.32598791,0.01450193,0.7756248,,,
394,64.40659902941596,80.89818586215614,delta_decay_PVL,Frequency,1.05360579,0.04430625,0.85613117,0.65813981,4.9999,
394,53.71950774167821,63.61445984132232,delta_decay_win,Frequency,3.52702672,0.02394671,0.9999,,,
394,49.44099216903864,65.93257900177883,delta_decay_PVL_win,Frequency,2.53586501,0.0394708,0.86337738,0.1226536,4.9999,
394,47.48573644590568,60.67900591209782,delta_asymmetric_decay_win,Frequency,4.9999,0.00233002168,0.78320491,,,0.044358334
395,92.9203745857203,102.8153266853644,delta_decay,Baseline,2.27192028,0.11982429,0.9999,,,
395,94.85976204670833,111.35134887944852,delta_decay_PVL,Baseline,2.43416573,0.120200046,0.9999,0.708530944,0.0001,
395,90.98967380011268,100.8846258997568,delta_decay_win,Baseline,2.04160353,0.1255361,0.9999,,,
395,93.98057740180762,110.4721642345478,delta_decay_PVL_win,Baseline,1.99808087,0.13364733,0.9999,0.52296323,0.25883426,
395,92.62758520878174,105.82085467497387,delta_asymmetric_decay_win,Baseline,1.9691575,0.15740116,0.9999,,,0.08945969
395,86.43302917847605,96.32798127812016,delta_decay,Frequency,0.261427056,0.0001,0.0001,,,
395,82.1679513044785,98.65953813721868,delta_decay_PVL,Frequency,0.271191265,0.0001,0.0001,0.597391892,0.0001,
395,79.88928419835592,89.78423629800002,delta_decay_win,Frequency,0.206838086,0.0001,0.0001,,,
395,81.25455902364577,97.74614585638597,delta_decay_PVL_win,Frequency,2.68865211,0.0217470306,0.806040505,0.748065422,0.0001,
395,75.49338446280717,88.68665392899932,delta_asymmetric_decay_win,Frequency,2.0812594,0.053195912,0.600971263,,,0.0001
396,281.5418699032424,291.4368220028865,delta_decay,Baseline,0.17629019,0.29262263,0.9999,,,
396,285.49206198540804,301.98364881814825,delta_decay_PVL,Baseline,0.13622762,0.25855296,0.9999,0.9999,4.9999,
396,281.6513705996357,291.54632269927987,delta_decay_win,Baseline,0.14441339,0.30270578,0.9999,,,
396,285.57608300512914,302.0676698378693,delta_decay_PVL_win,Baseline,0.12042999,0.26305278,0.9999,0.9999,4.9999,
396,283.55648577642967,296.7497552426218,delta_asymmetric_decay_win,Baseline,0.12078824,0.9999,0.9999,,,0.10349336
396,242.5681187710706,252.46307087071472,delta_decay,Frequency,0.93412022,0.9999,0.04103086,,,
396,235.3721163241272,251.8637031568674,delta_decay_PVL,Frequency,1.00062732,0.9999,0.18020716,0.9999,4.9999,
396,240.94892994057787,250.843882040222,delta_decay_win,Frequency,1.02411776,0.9999,0.32839025,,,
396,242.3196681445468,258.8112549772869,delta_decay_PVL_win,Frequency,0.88910452,0.91316733,0.31881706,0.49586011,3.68093931,
396,240.4769049035999,253.670174369792,delta_asymmetric_decay_win,Frequency,1.13576778,0.9999,0.1105187,,,0.201025
397,119.80495538714248,129.6999074867866,delta_decay,Baseline,1.34178422,0.21634412,0.13202239,,,
397,130.79036497419537,147.28195180693558,delta_decay_PVL,Baseline,1.57879665,0.499287404,0.0001,0.9999,2.93748178,
397,118.89658036048276,128.7915324601269,delta_decay_win,Baseline,2.12250037,0.657614404,0.0001,,,
397,122.22499330728006,138.71658014002026,delta_decay_PVL_win,Baseline,1.66822336,0.53052703,0.0001,0.9999,2.02315948,
397,110.42366373427858,123.61693320047073,delta_asymmetric_decay_win,Baseline,1.32954198,0.261958746,0.0001,,,0.00758284031
397,192.2128279241682,202.10778002381232,delta_decay,Frequency,0.71181522,0.05436357,0.43818515,,,
397,199.7916223284801,216.28320916122024,delta_decay_PVL,Frequency,1.45172656,0.530548837,0.796757712,0.0001,0.0001,
397,180.43099056702016,190.32594266666428,delta_decay_win,Frequency,4.42774077,0.000359794621,0.319738307,,,
397,174.8565172547545,191.34810408749468,delta_decay_PVL_win,Frequency,1.47983348,0.289164941,0.741179135,0.0001,0.0001,
397,182.57065185848705,195.7639213246792,delta_asymmetric_decay_win,Frequency,1.38807877,0.31374816,0.39197055,,,0.13005223
398,102.0825349122361,111.9774870118802,delta_decay,Baseline,1.91086438,0.86410695,0.07906485,,,
398,112.31328892242188,128.80487575516207,delta_decay_PVL,Baseline,1.74854803,0.69820684,0.289591138,0.0001,0.0001,
398,139.08360012476857,148.97855222441268,delta_decay_win,Baseline,1.92254191,0.61151261,0.07777285,,,
398,120.48267954198715,136.97426637472734,delta_decay_PVL_win,Baseline,1.70802122,0.62425753,0.27135086,0.03836683,4.9999,
398,137.3088777117549,150.50214717794702,delta_asymmetric_decay_win,Baseline,1.93083598,0.63651509,0.06718864,,,0.99798384
398,207.51955555558703,217.41450765523115,delta_decay,Frequency,0.624621753,0.144921604,0.0001,,,
398,201.3788740529253,217.87046088566552,delta_decay_PVL,Frequency,0.569595323,0.148926835,0.0001,0.166899608,0.0001,
398,203.01308416237748,212.9080362620216,delta_decay_win,Frequency,0.469484222,0.0910734223,0.0001,,,
398,202.14447392090548,218.6360607536457,delta_decay_PVL_win,Frequency,0.529407342,0.153545588,0.0001,0.0141069598,4.99490193,
398,202.24915697569108,215.4424264418832,delta_asymmetric_decay_win,Frequency,0.526408345,0.111107911,0.0001,,,0.250497974
399,274.19325458786176,284.0882066875059,delta_decay,Baseline,0.37339329,0.35296596,0.00156254,,,
399,277.80543637408084,294.297023206821,delta_decay_PVL,Baseline,0.379469147,0.357794907,0.0001,0.9999,0.0001,
399,269.1103487140382,279.0053008136823,delta_decay_win,Baseline,0.385975729,0.230548659,0.0001,,,
399,271.8355961617518,288.327182994492,delta_decay_PVL_win,Baseline,0.419697912,0.254201616,0.0001,0.960786772,0.0001,
399,270.4431006879458,283.6363701541379,delta_asymmetric_decay_win,Baseline,0.407950516,0.250178909,0.0001,,,0.202243669
399,275.10170429765,284.9966563972941,delta_decay,Frequency,0.12658725,0.00792961,0.42400099,,,
399,269.7640621292076,286.2556489619478,delta_decay_PVL,Frequency,0.08669322,0.04167402,0.0001,0.0001,0.0001,
